Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0392,387,155,542,1446,37.48%,348,86,434
PROPOSITION 1,0393,165,185,350,1292,27.09%,232,65,297
PROPOSITION 1,0394,69,73,142,834,17.03%,96,17,113
PROPOSITION 1,0395,470,404,874,1846,47.35%,553,176,729
PROPOSITION 1,0396,623,216,839,2082,40.30%,448,110,558
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0397,86,78,164,760,21.58%,102,31,133
PROPOSITION 1,0398,615,521,1136,4022,28.24%,716,185,901
PROPOSITION 1,0399,404,366,770,2791,27.59%,498,120,618
PROPOSITION 1,0400,520,359,979,2411,40.61%,696,156,852
PROPOSITION 1,0401,330,205,535,1913,27.97%,253,85,338
PROPOSITION 1,0402,466,266,732,1794,40.80%,385,131,516
PROPOSITION 1,0403,475,498,973,1715,56.73%,687,155,842
PROPOSITION 1,0404,419,330,749,2585,28.97%,510,118,628
PROPOSITION 1,0405,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0406,137,67,204,628,32.48%,107,25,132
PROPOSITION 1,0407,692,793,1485,3769,39.40%,1000,243,1243
PROPOSITION 1,0408,146,153,299,1691,17.68%,166,67,233
PROPOSITION 1,0409,122,149,271,1459,18.57%,165,47,212
PROPOSITION 1,0410,132,80,212,899,23.58%,110,38,148
PROPOSITION 1,0411,235,200,435,2339,18.60%,262,70,332
PROPOSITION 1,0412,74,44,118,468,25.21%,60,20,80
PROPOSITION 1,0413,767,386,1153,2992,38.54%,679,210,889
PROPOSITION 1,0414,654,480,1134,3453,32.84%,688,187,875
PROPOSITION 1,0415,539,598,1137,2203,51.61%,722,220,942
PROPOSITION 1,0416,538,558,1096,3791,28.91%,762,167,929
PROPOSITION 1,0417,353,385,738,2448,30.15%,458,132,590
PROPOSITION 1,0418,404,469,873,3584,24.36%,557,133,690
PROPOSITION 1,0419,571,324,895,2658,33.67%,651,125,776
PROPOSITION 1,0420,1036,874,1910,4762,40.11%,1085,350,1435
PROPOSITION 1,0421,35,37,73,410,17.80%,49,11,60
PROPOSITION 1,0422,731,402,1133,3345,33.87%,675,187,862
PROPOSITION 1,0423,108,120,228,1376,16.57%,123,38,161
PROPOSITION 1,0424,240,111,351,967,36.30%,246,46,292
PROPOSITION 1,0425,107,123,230,883,26.05%,131,40,171
PROPOSITION 1,0426,260,183,443,1218,36.37%,278,69,347
PROPOSITION 1,0427,179,134,313,1092,28.66%,200,49,249
PROPOSITION 1,0428,619,421,1040,4538,22.92%,616,114,730
PROPOSITION 1,0429,445,314,759,3197,23.74%,477,111,588
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0430,161,133,294,1657,17.74%,190,48,238
PROPOSITION 1,0431,327,84,411,3417,12.03%,285,62,347
PROPOSITION 1,0432,123,157,280,1455,19.24%,203,46,249
PROPOSITION 1,0433,50,63,113,581,19.45%,76,16,92
PROPOSITION 1,0434,371,289,660,1503,43.91%,467,86,553
PROPOSITION 1,0435,856,636,1492,3252,45.88%,995,231,1226
PROPOSITION 1,0436,629,531,1160,2933,39.55%,807,174,981
PROPOSITION 1,0437,521,512,1033,2033,50.81%,765,134,899
PROPOSITION 1,0438,519,389,1008,1861,54.16%,689,168,857
PROPOSITION 1,0439,710,884,1594,3554,44.85%,1064,236,1300
PROPOSITION 1,0440,664,858,1522,2930,51.95%,992,207,1199
PROPOSITION 1,0441,345,420,765,1669,45.84%,514,103,617
PROPOSITION 1,0442,612,574,1186,2575,46.06%,778,185,963
PROPOSITION 1,0443,227,138,355,646,56.50%,255,46,301
PROPOSITION 1,0444,587,583,1270,3262,38.93%,810,268,1078
PROPOSITION 1,0445,499,348,847,2026,41.81%,602,133,735
PROPOSITION 1,0446,31,22,53,291,18.21%,24,14,38
PROPOSITION 1,0447,93,86,179,637,28.10%,125,21,146
PROPOSITION 1,0448,590,778,1368,3138,43.59%,904,267,1171
PROPOSITION 1,0449,12,23,35,198,17.68%,17,6,23
PROPOSITION 1,0450,435,328,764,2635,28.99%,480,124,604
PROPOSITION 1,0451,1002,510,1512,2687,56.27%,992,196,1188
PROPOSITION 1,0452,554,444,998,3048,32.74%,633,176,809
PROPOSITION 1,0453,231,262,493,1937,25.45%,321,87,408
PROPOSITION 1,0454,594,248,842,2561,32.88%,438,113,551
PROPOSITION 1,0455,367,165,532,1689,31.50%,269,71,340
PROPOSITION 1,0456,482,362,844,3513,24.03%,523,124,647
PROPOSITION 1,0457,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0458,471,237,708,1924,36.80%,420,110,530
PROPOSITION 1,0459,951,474,1425,3021,47.17%,890,373,1263
PROPOSITION 1,0460,554,331,885,2837,31.19%,495,155,650
PROPOSITION 1,0461,1155,735,1900,3871,49.08%,1334,249,1583
PROPOSITION 1,0462,675,619,1294,3384,38.24%,849,209,1058
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0463,481,404,885,3326,26.61%,581,145,726
PROPOSITION 1,0464,356,430,786,2257,34.82%,519,97,616
PROPOSITION 1,0465,588,520,1208,3564,33.89%,782,177,959
PROPOSITION 1,0466,1058,614,1672,4184,39.96%,1102,226,1328
PROPOSITION 1,0467,213,189,402,1270,31.65%,233,42,275
PROPOSITION 1,0468,352,443,795,3598,22.10%,442,100,542
PROPOSITION 1,0469,1299,547,1846,3985,46.32%,1137,432,1569
PROPOSITION 1,0470,185,176,361,1326,27.22%,235,46,281
PROPOSITION 1,0471,375,380,755,2387,31.63%,438,144,582
PROPOSITION 1,0472,198,278,476,1081,44.03%,330,95,425
PROPOSITION 1,0473,603,391,994,1806,55.04%,676,174,850
PROPOSITION 1,0474,559,588,1147,3037,37.77%,764,171,935
PROPOSITION 1,0475,189,267,456,1809,25.21%,287,82,369
PROPOSITION 1,0476,404,473,877,2430,36.09%,611,147,758
PROPOSITION 1,0477,737,567,1304,3505,37.20%,845,183,1028
PROPOSITION 1,0478,958,657,1615,4461,36.20%,1049,249,1298
PROPOSITION 1,0479,840,612,1252,2714,46.13%,820,227,1047
PROPOSITION 1,0480,493,450,943,2415,39.05%,597,156,753
PROPOSITION 1,0481,770,623,1393,3482,40.01%,884,216,1100
PROPOSITION 1,0482,878,630,1508,4373,34.48%,907,271,1178
PROPOSITION 1,0483,1043,478,1521,4308,35.31%,1036,202,1238
PROPOSITION 1,0484,1107,930,2037,4979,40.91%,1315,376,1691
PROPOSITION 1,0485,1095,911,2006,5388,37.23%,1335,291,1626
PROPOSITION 1,0486,873,855,1728,3866,44.70%,1164,258,1422
PROPOSITION 1,0487,570,294,864,3860,22.38%,482,127,609
PROPOSITION 1,0488,268,254,522,1719,30.37%,324,93,417
PROPOSITION 1,0489,350,290,640,1893,33.81%,413,106,519
PROPOSITION 1,0490,444,368,812,1975,41.11%,555,125,680
PROPOSITION 1,0491,315,372,687,1888,36.39%,473,118,591
PROPOSITION 1,0492,556,410,966,2335,41.37%,638,159,797
PROPOSITION 1,0493,480,322,802,1853,43.28%,540,146,686
PROPOSITION 1,0494,381,247,628,2467,25.46%,333,70,403
PROPOSITION 1,0495,522,523,1045,2375,44.00%,673,158,831
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0496,190,315,505,2160,23.38%,298,71,369
PROPOSITION 1,0497,526,243,769,2257,34.07%,386,108,494
PROPOSITION 1,0498,363,323,686,2297,29.87%,404,134,538
PROPOSITION 1,0499,751,518,1269,2326,54.56%,845,198,1043
PROPOSITION 1,0500,729,715,1444,3507,41.17%,917,241,1158
PROPOSITION 1,0501,341,417,758,1801,42.09%,548,105,653
PROPOSITION 1,0502,477,350,827,2501,33.07%,471,149,620
PROPOSITION 1,0503,174,116,290,1374,21.11%,168,44,212
PROPOSITION 1,0504,624,527,1151,2288,50.31%,846,173,1019
PROPOSITION 1,0505,631,562,1193,3773,31.62%,796,225,1021
PROPOSITION 1,0506,665,670,1335,3502,38.12%,860,198,1058
PROPOSITION 1,0507,221,149,370,2452,15.09%,197,34,231
PROPOSITION 1,0508,492,412,904,3287,27.50%,511,125,636
PROPOSITION 1,0509,754,596,1350,3732,36.17%,926,250,1176
PROPOSITION 1,0510,689,514,1203,3590,33.51%,859,160,1019
PROPOSITION 1,0511,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0512,602,660,1262,5057,24.96%,801,172,973
PROPOSITION 1,0513,1019,487,1506,2894,52.04%,1040,236,1276
PROPOSITION 1,0514,954,720,1674,4275,39.16%,1034,241,1275
PROPOSITION 1,0515,943,683,1626,3455,47.06%,1075,235,1310
PROPOSITION 1,0516,1001,800,1801,5356,33.63%,1102,263,1365
PROPOSITION 1,0517,482,256,738,2954,24.98%,458,119,577
PROPOSITION 1,0518,635,693,1328,3943,33.68%,842,187,1029
PROPOSITION 1,0519,623,493,1116,2966,37.63%,717,143,860
PROPOSITION 1,0520,474,457,931,4580,20.33%,552,150,702
PROPOSITION 1,0521,471,464,935,2866,32.62%,628,162,790
PROPOSITION 1,0522,716,572,1288,2689,47.90%,913,224,1137
PROPOSITION 1,0523,751,415,1166,3052,38.20%,791,200,991
PROPOSITION 1,0524,568,459,1027,3410,30.12%,679,161,840
PROPOSITION 1,0525,707,482,1189,3091,38.47%,799,175,974
PROPOSITION 1,0526,68,84,152,780,19.49%,96,25,121
PROPOSITION 1,0527,37,40,77,574,13.41%,48,8,56
PROPOSITION 1,0528,14,12,26,90,28.89%,14,2,16
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0529,1043,491,1534,3710,41.35%,957,234,1191
PROPOSITION 1,0530,114,107,221,1196,18.48%,119,42,161
PROPOSITION 1,0531,363,174,537,1145,46.90%,300,97,397
PROPOSITION 1,0532,205,146,351,1048,33.49%,226,53,279
PROPOSITION 1,0533,124,108,232,1119,20.73%,149,39,188
PROPOSITION 1,0534,783,524,1,307,3837,34.06%,864,180,1044
PROPOSITION 1,0535,33,29,62,416,14.90%,35,11,46
PROPOSITION 1,0536,554,780,1334,5139,25.96%,784,250,1034
PROPOSITION 1,0537,857,778,1635,3050,53.61%,1041,227,1268
PROPOSITION 1,0538,204,160,364,1303,27.94%,174,58,232
PROPOSITION 1,0539,15,241,256,64,400.00%,158,40,198
PROPOSITION 1,0540,378,316,694,1567,44.29%,508,106,614
PROPOSITION 1,0541,789,505,1294,4599,28.14%,907,170,1077
PROPOSITION 1,0542,360,382,742,2557,29.02%,429,106,535
PROPOSITION 1,0543,141,213,354,1565,22.62%,238,69,307
PROPOSITION 1,0544,35,41,77,310,24.84%,48,14,62
PROPOSITION 1,0545,596,620,1216,3629,33.51%,775,171,946
PROPOSITION 1,0546,2,2,4,37,10.81%,2,0,2
PROPOSITION 1,0547,501,466,967,2406,40.19%,656,195,851
PROPOSITION 1,0548,285,293,579,2215,26.14%,369,86,455
PROPOSITION 1,0549,343,418,761,2663,28.58%,435,97,532
PROPOSITION 1,0550,501,431,932,3031,30.75%,570,162,732
PROPOSITION 1,0551,1288,1394,2682,7034,38.13%,1798,353,2151
PROPOSITION 1,0552,847,883,1730,3415,50.66%,1139,288,1427
PROPOSITION 1,0553,579,529,1108,4686,23.64%,657,170,827
PROPOSITION 1,0554,261,199,460,1757,26.18%,300,63,363
PROPOSITION 1,0555,225,277,502,2219,22.62%,327,74,401
PROPOSITION 1,0556,276,186,462,2319,19.92%,270,63,333
PROPOSITION 1,0557,455,183,638,2830,22.54%,342,90,432
PROPOSITION 1,0558,694,463,1157,4380,26.42%,799,186,985
PROPOSITION 1,0559,641,494,1135,4969,22.84%,749,189,938
PROPOSITION 1,0560,72,131,203,1120,18.13%,106,43,149
PROPOSITION 1,0561,362,436,798,3064,26.04%,466,131,597
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0562,113,68,181,694,26.08%,97,28,125
PROPOSITION 1,0563,1108,376,1484,3105,47.79%,903,339,1242
PROPOSITION 1,0564,471,426,897,3155,28.43%,656,142,798
PROPOSITION 1,0565,108,78,186,1354,13.74%,111,22,133
PROPOSITION 1,0566,418,324,742,2882,25.75%,521,108,629
PROPOSITION 1,0567,301,193,494,2238,22.07%,304,61,365
PROPOSITION 1,0568,876,685,1561,3594,43.43%,1043,295,1338
PROPOSITION 1,0569,575,667,1242,3525,35.23%,863,174,1037
PROPOSITION 1,0570,239,210,449,1562,28.75%,321,69,390
PROPOSITION 1,0571,155,149,304,1827,16.64%,209,49,258
PROPOSITION 1,0572,556,375,931,3108,29.95%,622,123,745
PROPOSITION 1,0573,290,151,441,1619,27.24%,240,58,298
PROPOSITION 1,0574,31,42,73,402,18.16%,44,9,53
PROPOSITION 1,0575,13,11,24,74,32.43%,13,5,18
PROPOSITION 1,0576,486,318,804,2734,29.41%,375,122,497
PROPOSITION 1,0577,148,88,236,608,38.82%,155,37,192
PROPOSITION 1,0578,409,538,947,1799,52.64%,644,177,821
PROPOSITION 1,0579,76,101,177,1056,16.76%,109,26,135
PROPOSITION 1,0580,179,118,297,1031,28.81%,147,41,188
PROPOSITION 1,0581,212,174,386,1032,37.40%,196,70,266
PROPOSITION 1,0582,258,171,429,1588,27.02%,205,67,272
PROPOSITION 1,0583,225,131,356,1262,28.21%,192,47,239
PROPOSITION 1,0584,182,93,275,1014,27.12%,138,36,174
PROPOSITION 1,0585,417,172,589,2511,23.46%,331,90,421
PROPOSITION 1,0586,638,680,1318,4316,30.54%,794,239,1033
PROPOSITION 1,0587,439,284,723,2598,27.83%,426,114,540
PROPOSITION 1,0588,758,674,1432,3645,39.29%,877,289,1166
PROPOSITION 1,0589,500,386,886,3420,25.91%,560,166,726
PROPOSITION 1,0590,773,399,1172,2162,54.21%,735,294,1029
PROPOSITION 1,0591,183,231,414,2121,19.52%,231,67,298
PROPOSITION 1,0592,133,157,290,1350,21.48%,173,37,210
PROPOSITION 1,0593,544,564,1108,4380,25.30%,679,162,841
PROPOSITION 1,0594,561,326,887,2490,35.62%,571,119,690
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0595,201,178,379,1693,22.39%,218,36,254
PROPOSITION 1,0596,441,348,789,3007,26.24%,475,140,615
PROPOSITION 1,0597,367,394,761,3653,20.83%,454,116,570
PROPOSITION 1,0598,195,57,252,728,34.62%,152,53,205
PROPOSITION 1,0599,850,578,1428,4950,28.85%,830,225,1055
PROPOSITION 1,0600,667,429,1096,3957,27.70%,706,173,879
PROPOSITION 1,0601,1074,756,1830,4057,45.11%,1228,230,1458
PROPOSITION 1,0602,293,235,528,1326,39.82%,337,79,416
PROPOSITION 1,0603,884,794,1678,4843,34.65%,1118,320,1438
PROPOSITION 1,0604,702,518,1220,3005,40.60%,703,250,953
PROPOSITION 1,0605,907,556,1463,5582,26.21%,798,222,1020
PROPOSITION 1,0606,176,70,246,937,26.25%,111,52,163
PROPOSITION 1,0607,62,51,113,728,15.52%,63,7,70
PROPOSITION 1,0608,31,47,78,537,14.53%,42,17,59
PROPOSITION 1,0609,667,680,1347,3384,39.80%,872,195,1067
PROPOSITION 1,0610,231,188,419,1927,21.74%,271,73,344
PROPOSITION 1,0611,495,242,737,2488,29.62%,373,80,453
PROPOSITION 1,0612,996,497,1493,3307,45.15%,914,371,1285
PROPOSITION 1,0613,186,204,390,1554,25.10%,227,47,274
PROPOSITION 1,0614,737,566,1303,4207,30.97%,808,178,986
PROPOSITION 1,0615,480,299,779,1967,39.60%,490,118,608
PROPOSITION 1,0616,739,663,1402,3436,40.80%,913,224,1137
PROPOSITION 1,0617,541,393,934,3809,24.52%,588,169,757
PROPOSITION 1,0618,946,567,1513,6003,25.20%,1003,255,1258
PROPOSITION 1,0619,1219,803,2022,4297,47.06%,1464,329,1793
PROPOSITION 1,0620,689,264,953,2897,32.90%,670,126,796
PROPOSITION 1,0621,154,101,255,1133,22.51%,159,49,208
PROPOSITION 1,0622,881,524,1405,4403,31.91,%,872,215,1087
PROPOSITION 1,0623,887,487,1374,3691,37.23%,851,194,1045
PROPOSITION 1,0624,1,1,2,3,66.67%,1,0,1
PROPOSITION 1,0625,477,362,839,1820,46.10%,568,130,698
PROPOSITION 1,0626,581,440,1021,2861,35.69%,689,160,849
PROPOSITION 1,0627,346,322,668,3049,21.91%,393,113,506
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0628,152,219,371,1675,22.15%,193,81,274
PROPOSITION 1,0629,37,53,90,696,12.93%,48,14,62
PROPOSITION 1,0630,975,600,1575,3905,40.36%,1027,268,1295
PROPOSITION 1,0631,822,404,1226,2846,43.08%,820,193,1013
PROPOSITION 1,0632,7,4,11,343,3.21%,5,0,5
PROPOSITION 1,0633,945,731,1676,3559,47.09%,1128,235,1363
PROPOSITION 1,0634,458,442,900,3029,29.71%,572,175,747
PROPOSITION 1,0635,743,485,1228,3393,36.19%,722,343,1065
PROPOSITION 1,0636,835,874,1710,4140,41.30%,938,389,1327
PROPOSITION 1,0637,409,362,771,2512,30.69%,468,138,606
PROPOSITION 1,0638,304,245,549,2204,24.91%,357,93,450
PROPOSITION 1,0639,549,547,1096,2526,43.39%,797,188,985
PROPOSITION 1,0640,641,459,1100,3733,29.47%,675,190,865
PROPOSITION 1,0641,649,595,1245,3650,34.11%,732,207,939
PROPOSITION 1,0642,472,394,866,1764,49.09%,544,118,662
PROPOSITION 1,0643,934,653,1587,5945,26.69%,979,233,1212
PROPOSITION 1,0644,1020,823,1843,5523,33.37%,1257,295,1552
PROPOSITION 1,0645,655,594,1249,4185,29.84%,848,189,1037
PROPOSITION 1,0646,364,287,651,2220,29.32%,413,89,502
PROPOSITION 1,0647,904,470,1374,6084,22.58%,802,137,939
PROPOSITION 1,0648,838,579,1417,3367,42.08%,894,220,1114
PROPOSITION 1,0649,687,434,1121,4576,24.50%,695,157,852
PROPOSITION 1,0650,906,766,1672,3888,43.00%,1090,274,1364
PROPOSITION 1,0651,963,766,1729,5128,33.72%,1143,243,1386
PROPOSITION 1,0652,467,515,982,2815,34.88%,636,133,769
PROPOSITION 1,0653,0,4,4,0,0.00%,3,0,3
PROPOSITION 1,0654,950,1005,1955,6208,31.49%,1322,299,1621
PROPOSITION 1,0655,1115,1079,2195,6855,32.02%,1429,326,1755
PROPOSITION 1,0656,579,393,972,2674,36.35%,470,203,673
PROPOSITION 1,0657,247,172,419,1292,32.43%,259,58,317
PROPOSITION 1,0658,540,426,966,2807,34.41%,596,179,775
PROPOSITION 1,0659,1150,788,1938,4856,39.91%,1208,339,1547
PROPOSITION 1,0660,950,825,1775,5372,33.04%,1035,231,1266
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0661,675,765,1440,4567,31.53%,925,208,1133
PROPOSITION 1,0662,1148,890,2038,4874,41.81%,1307,306,1613
PROPOSITION 1,0663,719,797,1515,3346,45.31%,1018,279,1297
PROPOSITION 1,0664,352,250,602,2869,20.98%,384,70,454
PROPOSITION 1,0665,484,348,832,2154,38.63%,495,150,645
PROPOSITION 1,0666,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0667,488,502,990,2149,46.07%,698,135,833
PROPOSITION 1,0668,399,509,908,2775,32.72%,545,155,700
PROPOSITION 1,0669,850,738,1,588,3425,46.36%,1089,237,1326
PROPOSITION 1,0670,957,471,1428,2983,47.87%,877,391,1268
PROPOSITION 1,0671,403,565,968,3037,31.87%,608,157,765
PROPOSITION 1,0672,960,862,1822,5706,31.93%,1193,296,1489
PROPOSITION 1,0673,729,516,1245,2995,41.57%,754,226,980
PROPOSITION 1,0674,1071,618,1689,4091,41.29%,1039,352,1391
PROPOSITION 1,0675,0,1,1,0,0.00%,0,0,0
PROPOSITION 1,0676,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0677,127,127,254,1266,20.06%,162,41,203
PROPOSITION 1,0678,166,108,274,735,37.28%,186,54,240
PROPOSITION 1,0679,635,520,1155,3381,34.16%,808,166,974
PROPOSITION 1,0680,21,14,35,162,21.60%,29,3,32
PROPOSITION 1,0681,1,0,1,5,20.00%,1,0,1
PROPOSITION 1,0682,711,654,1365,4216,32.38%,856,219,1075
PROPOSITION 1,0683,29,20,49,276,17.75%,36,6,42
PROPOSITION 1,0684,28,22,50,223,22.42%,37,8,45
PROPOSITION 1,0685,110,29,139,307,45.28%,106,13,119
PROPOSITION 1,0686,17,12,29,208,13.94%,21,5,26
PROPOSITION 1,0687,549,537,1085,2609,41.63%,712,157,869
PROPOSITION 1,0688,999,617,1616,3504,46.12%,1079,233,1312
PROPOSITION 1,0689,211,387,598,2346,25.49%,324,86,410
PROPOSITION 1,0690,926,1104,2030,5102,39.79%,1316,314,1630
PROPOSITION 1,0691,2,5,7,25,28.00%,6,1,7
PROPOSITION 1,0692,444,548,992,2847,34.84%,657,173,830
PROPOSITION 1,0693,167,91,258,666,38.74%,198,33,231
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0694,260,120,380,845,44.97%,250,60,310
PROPOSITION 1,0695,232,193,425,1724,24.65%,256,74,330
PROPOSITION 1,0696,261,207,468,1982,23.61%,275,96,371
PROPOSITION 1,0697,605,613,1218,4413,27.60%,696,161,857
PROPOSITION 1,0698,448,489,937,3189,29.38%,529,112,641
PROPOSITION 1,0699,568,414,982,2343,41.91%,659,187,846
PROPOSITION 1,0700,255,251,506,1371,36.91%,291,89,380
PROPOSITION 1,0701,56,43,99,588,16.84%,52,19,71
PROPOSITION 1,0702,54,70,134,539,24.86%,78,10,88
PROPOSITION 1,0703,372,490,862,1882,45.80%,595,121,716
PROPOSITION 1,0704,569,599,1168,3064,38.12%,701,205,906
PROPOSITION 1,0705,114,113,227,1523,14.90%,119,25,144
PROPOSITION 1,0706,115,71,186,610,30.49%,118,34,152
PROPOSITION 1,0707,153,86,239,707,33.80%,149,46,195
PROPOSITION 1,0708,54,52,106,563,18.83%,62,21,83
PROPOSITION 1,0709,1375,947,2322,6848,33.91%,1513,344,1857
PROPOSITION 1,0710,371,462,833,2082,40.01%,566,150,716
PROPOSITION 1,0711,703,506,1209,3484,34.70%,790,211,1001
PROPOSITION 1,0712,491,463,954,3670,25.99%,612,143,755
PROPOSITION 1,0713,228,262,490,1907,25.69%,319,74,393
PROPOSITION 1,0714,35,19,55,296,18.58%,37,8,45
PROPOSITION 1,0715,176,187,363,1408,25.78%,233,63,296
PROPOSITION 1,0716,449,407,856,2680,31.94%,508,170,678
PROPOSITION 1,0717,373,250,623,2002,31.12%,352,78,430
PROPOSITION 1,0718,1017,806,1823,4229,43.11%,1194,353,1547
PROPOSITION 1,0719,247,137,384,1589,24.17%,202,65,267
PROPOSITION 1,0720,995,780,1775,4282,41.45%,1243,300,1543
PROPOSITION 1,0721,754,532,1286,2870,44.81%,885,234,1119
PROPOSITION 1,0722,873,494,1367,4479,30.52%,842,225,1067
PROPOSITION 1,0723,401,202,603,1858,32.45%,357,73,430
PROPOSITION 1,0724,151,128,279,766,36.42%,183,53,236
PROPOSITION 1,0725,423,237,660,2237,29.50%,395,94,489
PROPOSITION 1,0726,592,402,994,2087,47.63%,593,181,774
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0727,338,290,628,2488,25.24%,423,89,512
PROPOSITION 1,0728,209,151,360,880,40.91%,237,75,312
PROPOSITION 1,0729,138,59,195,464,42.03%,118,34,152
PROPOSITION 1,0730,428,359,787,1747,45.05%,502,113,615
PROPOSITION 1,0731,58,27,85,352,24.15%,60,7,67
PROPOSITION 1,0732,441,324,785,1924,39.78%,489,158,845
PROPOSITION 1,0733,13,7,20,215,9.30%,9,4,13
PROPOSITION 1,0734,1558,962,2520,7005,35.97%,1832,340,1972
PROPOSITION 1,0735,8,0,8,18,33.33%,2,1,3
PROPOSITION 1,0738,3,1,4,22,18.18%,1,1,2
PROPOSITION 1,0737,11,7,18,51,35.29%,9,4,13
PROPOSITION 1,0738,139,100,239,1361,17.58%,127,40,187
PROPOSITION 1,0739,353,301,854,2955,22.13%,410,83,493
PROPOSITION 1,0740,98,98,194,939,20.88%,101,37,138
PROPOSITION 1,0741,0,1,1,0,0.00%,1,0,1
PROPOSITION 1,0742,0,11,11,0,0.00%,9,1,10
PROPOSITION 1,0743,15,18,33,210,15.71%,24,4,28
PROPOSITION 1,0744,458,392,848,2027,41.84%,537,197,734
PROPOSITION 1,0745,883,372,1055,2494,42.30%,741,184,905
PROPOSITION 1,0748,114,77,191,691,27.64%,125,31,156
PROPOSITION 1,0747,551,467,1018,3743,27.20%,635,192,827
PROPOSITION 1,0748,172,140,312,1403,22.24%,211,57,268
PROPOSITION 1,0749,30,17,47,377,12.47%,30,7,37
PROPOSITION 1,0750,111,96,207,767,26.99%,123,39,162
PROPOSITION 1,0751,925,964,1889,5084,37.16%,1306,319,1625
PROPOSITION 1,0752,288,200,486,1483,32.77%,328,61,389
PROPOSITION 1,0753,55,73,128,259,49.42%,82,25,107
PROPOSITION 1,0754,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0755,442,584,1026,4294,23.89%,689,193,882
PROPOSITION 1,0756,251,177,428,1600,26.75%,252,70,322
PROPOSITION 1,0757,520,508,1028,4035,25.48%,611,118,729
PROPOSITION 1,0758,1114,692,1806,4096,44.09%,1103,449,1552
PROPOSITION 1,0759,485,413,878,2730,32.16%,552,138,690
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
PROPOSITION 1,0760,1432,639,2071,4367,47.42%,1259,537,1796
PROPOSITION 1,0761,548,253,801,1550,51.68%,532,133,665
PROPOSITION 1,0762,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0763,108,146,254,1212,20.96%,155,51,206
PROPOSITION 1,0764,1133,774,1907,5217,36.55%,1170,316,1486
PROPOSITION 1,0765,848,426,1074,4055,26.49%,743,169,912
PROPOSITION 1,0766,40,25,65,392,16.58%,45,9,54
PROPOSITION 1,0767,10,2,12,86,13.95%,3,4,7
PROPOSITION 1,0768,1359,1015,2374,5857,40.53%,1544,332,1876
PROPOSITION 1,0769,54,16,70,183,38.25%,45,6,51
PROPOSITION 1,0770,31,25,56,323,17.34%,38,6,44
PROPOSITION 1,0771,324,254,578,2426,23.83%,389,89,478
PROPOSITION 1,0772,1792,851,2643,5709,46.30%,1917,400,2317
PROPOSITION 1,0773,473,312,785,2918,26.90%,507,81,588
PROPOSITION 1,0774,30,41,71,378,18.78%,48,9,57
PROPOSITION 1,0775,18,3,21,92,22.83%,11,2,13
PROPOSITION 1,0776,551,496,1047,3053,34.29%,620,194,814
PROPOSITION 1,0777,48,40,86,652,13.19%,56,8,64
PROPOSITION 1,0778,0,0,0,0,0.00%,0,0,0
PROPOSITION 1,0779,64,51,115,940,12.23%,64,18,82
PROPOSITION 1,0780,53,59,122,595,20.50%,60,25,85
PROPOSITION 1,0781,666,273,939,3603,26.06%,558,142,700
