Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition A",0458,908,271,1179,1893,62.28%,583,256,839
"City of Houston, Proposition A",0459,1637,476,2113,2950,71.63%,689,1079,1768
"City of Houston, Proposition A",0460,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0461,1958,828,2786,3733,74.63%,1441,853,2294
"City of Houston, Proposition A",0462,1111,731,1842,2761,66.71%,957,525,1482
"City of Houston, Proposition A",0453,611,337,948,1705,55.60%,489,236,725
"City of Houston, Proposition A",0469,2039,638,2677,3779,70.84%,994,1155,2149
"City of Houston, Proposition A",0472,370,337,707,1027,68.84%,442,175,617
"City of Houston, Proposition A",0473,914,442,1356,1827,74.22%,626,504,1130
"City of Houston, Proposition A",0475,196,286,482,850,56.71%,219,126,345
"City of Houston, Proposition A",0476,354,351,705,1224,57.60%,354,202,556
"City of Houston, Proposition A",0477,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0478,397,1,24,521,826,63.08%,263,84,347
"City of Houston, Proposition A",0483,1868,759,2627,4141,63.44%,1369,709,2078
"City of Houston, Proposition A",0487,1005,612,1617,3318,48.73%,709,277,986
"City of Houston, Proposition A",0488,580,440,1020,1713,59.54%,493,233,726
"City of Houston, Proposition A",0489,783,378,1161,1823,63.69%,612,319,931
"City of Houston, Proposition A",0490,876,439,1315,1944,67.64%,713,338,1051
"City of Houston, Proposition A",0491,667,489,1156,1782,64.87%,601,319,920
"City of Houston, Proposition A",0492,1069,504,1573,2351,66.91%,800,472,1272
"City of Houston, Proposition A",0493,858,400,1258,1804,69.73%,644,430,1074
"City of Houston, Proposition A",0496,0,11,11,0,0.00%,4,2,6
"City of Houston, Proposition A",0497,882,165,1047,1492,70.17%,369,231,600
"City of Houston, Proposition A",0498,759,499,1258,2123,59.26%,628,326,954
"City of Houston, Proposition A",0499,1301,517,1818,2304,78.91%,849,711,1560
"City of Houston, Proposition A",0501,653,487,1140,1647,69.22%,654,306,960
"City of Houston, Proposition A",0503,359,273,632,1363,46.37%,271,121,392
"City of Houston, Proposition A",0504,1129,538,1667,2197,75.88%,853,583,1436
"City of Houston, Proposition A",0505,1209,829,2038,3654,55.77%,1052,608,1660
"City of Houston, Proposition A",0506,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0507,582,385,967,2435,39.71%,417,117,534
"City of Houston, Proposition A",0508,946,760,1706,3248,52.52%,735,359,1094
"City of Houston, Proposition A",0510,1492,682,2174,3511,61.92%,1146,549,1695
"City of Houston, Proposition A",0516,160,86,246,399,61.65%,129,39,168
"City of Houston, Proposition A",0517,1,0,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0520,0,494,494,0,0.00%,241,58,299
"City of Houston, Proposition A",0521,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0523,3,0,3,0,0.00%,0,1,1
"City of Houston, Proposition A",0525,1380,610,1990,2947,67.53%,1020,458,1478
"City of Houston, Proposition A",0526,157,171,338,731,46.24%,168,77,245
"City of Houston, Proposition A",0527,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition A",0528,36,12,48,92,52.17%,18,6,24
"City of Houston, Proposition A",0530,259,235,494,1196,41.30%,225,106,331
"City of Houston, Proposition A",0536,1332,1195,2527,4576,55.22%,1244,607,1851
"City of Houston, Proposition A",0538,433,237,670,1282,52.26%,287,146,433
"City of Houston, Proposition A",0539,26,209,235,71,330.99%,123,39,162
"City of Houston, Proposition A",0540,see,380,1046,1491,70.15%,659,228,887
"City of Houston, Proposition A",0541,1824,779,2603,4183,62.23%,1432,519,1951
"City of Houston, Proposition A",0542,997,501,1498,2525,59.33%,732,315,1047
"City of Houston, Proposition A",0543,287,378,665,1528,43.52%,369,146,515
"City of Houston, Proposition A",0544,92,53,145,318,45.60%,64,33,97
"City of Houston, Proposition A",0545,11,1,12,23,52.17%,4,4,8
"City of Houston, Proposition A",0546,4,4,8,30,26.67%,5,2,7
"City of Houston, Proposition A",0552,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0554,562,340,902,1731,52.11%,446,153,599
"City of Houston, Proposition A",0555,597,447,1044,2119,49.27%,535,186,721
"City of Houston, Proposition A",0556,584,421,1005,2249,44.69%,480,187,667
"City of Houston, Proposition A",0557,822,556,1378,2726,50.55%,637,259,896
"City of Houston, Proposition A",0558,1078,584,1662,2751,60.41%,845,385,1230
"City of Houston, Proposition A",0559,1787,899,2686,4633,57.98%,1468,525,1993
"City of Houston, Proposition A",0560,172,289,461,1176,39.20%,217,87,304
"City of Houston, Proposition A",0562,201,146,347,645,53.80%,153,59,212
"City of Houston, Proposition A",0563,1699,415,2114,2969,71.20%,785,917,1702
"City of Houston, Proposition A",0564,1150,713,1863,3096,60.17%,1081,421,1502
"City of Houston, Proposition A",0565,315,194,509,1373,37.07%,229,100,329
"City of Houston, Proposition A",0566,1122,478,1600,2950,54.24%,838,327,1165
"City of Houston, Proposition A",0567,672,394,1066,2198,48.50%,494,165,659
"City of Houston, Proposition A",0568,1628,837,2465,3487,70.69%,1184,786,1970
"City of Houston, Proposition A",0569,1294,865,2159,3249,66.45%,1179,571,1750
"City of Houston, Proposition A",0570,525,409,934,1473,63.41%,557,198,755
"City of Houston, Proposition A",0571,75,128,203,373,54.42%,101,44,145
"City of Houston, Proposition A",0572,1248,572,1820,2941,61.88%,974,413,1387
"City of Houston, Proposition A",0573,577,368,945,1618,58.41%,401,196,597
"City of Houston, Proposition A",0574,98,79,177,391,45.27%,88,22,110
"City of Houston, Proposition A",0576,1050,552,1602,2671,59.98%,679,363,1042
"City of Houston, Proposition A",0577,231,113,344,573,60.03%,192,101,293
"City of Houston, Proposition A",0578,745,553,1298,1689,76.85%,660,481,1141
"City of Houston, Proposition A",0579,487,351,838,1806,46.40%,396,202,598
"City of Houston, Proposition A",0580,429,146,575,1027,55.99%,252,111,363
"City of Houston, Proposition A",0581,510,162,672,1041,64.55%,260,141,401
"City of Houston, Proposition A",0582,614,256,870,1613,53.94%,298,180,478
"City of Houston, Proposition A",0583,544,127,671,1248,53.77%,246,126,372
"City of Houston, Proposition A",0584,379,130,509,883,57.64%,175,100,275
"City of Houston, Proposition A",0585,934,304,1238,2403,51.52%,481,252,733
"City of Houston, Proposition A",0589,322,229,551,932,59.12%,274,132,406
"City of Houston, Proposition A",0590,1158,463,1621,2136,75.89%,579,777,1356
"City of Houston, Proposition A",0593,112,125,237,615,38.54%,111,68,179
"City of Houston, Proposition A",0594,756,435,1191,1777,67.02%,608,314,922
"City of Houston, Proposition A",0595,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0597,81,54,135,178,75.84%,75,20,95
"City of Houston, Proposition A",0598,50,39,89,154,57.79%,30,31,61
"City of Houston, Proposition A",0599,5,0,5,16,31.25%,2,2,4
"City of Houston, Proposition A",0600,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0603,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0604,29,9,38,64,59.38%,14,19,33
"City of Houston, Proposition A",0605,0,3,3,0,0.00%,1,0,1
"City of Houston, Proposition A",0606,420,122,542,1053,51.47%,235,95,330
"City of Houston, Proposition A",0607,194,118,312,731,42.68%,143,43,186
"City of Houston, Proposition A",0608,68,48,116,252,46.03%,61,31,92
"City of Houston, Proposition A",0610,403,398,801,1825,43.89%,394,189,583
"City of Houston, Proposition A",0611,1120,301,1421,2450,58.00%,461,245,706
"City of Houston, Proposition A",0612,1700,579,2279,3272,69.65%,852,1023,1875
"City of Houston, Proposition A",0620,2382,856,3238,5271,61.43%,1531,915,2446
"City of Houston, Proposition A",0621,395,203,599,1171,51.15%,303,161,464
"City of Houston, Proposition A",0622,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0624,7,0,7,12,58.33%,4,2,6
"City of Houston, Proposition A",0625,862,454,1316,1796,73.27%,671,420,1091
"City of Houston, Proposition A",0626,1148,655,1803,2838,63.53%,900,501,1401
"City of Houston, Proposition A",0627,793,645,1438,2956,48.65%,699,298,997
"City of Houston, Proposition A",0628,292,456,748,1600,46.75%,362,226,588
"City of Houston, Proposition A",0629,175,127,302,629,48.01%,144,48,192
"City of Houston, Proposition A",0630,228,69,297,404,73.51%,151,79,230
"City of Houston, Proposition A",0631,3,0,3,0,0.00%,3,0,3
"City of Houston, Proposition A",0632,12,9,21,231,9.09%,11,5,16
"City of Houston, Proposition A",0633,0,5,5,0,0.00%,2,1,3
"City of Houston, Proposition A",0635,1326,706,2032,3280,61.95%,770,832,1602
"City of Houston, Proposition A",0637,739,509,1248,2471,50.51%,659,282,941
"City of Houston, Proposition A",0638,740,684,1424,2078,68.53%,699,237,936
"City of Houston, Proposition A",0639,0,5,5,0,0.00%,2,0,2
"City of Houston, Proposition A",0645,1639,895,2534,4035,62.80%,1344,629,1973
"City of Houston, Proposition A",0647,134,97,231,352,65.63%,97,71,168
"City of Houston, Proposition A",0649,1389,854,2243,4426,50.68%,1032,516,1548
"City of Houston, Proposition A",0650,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0652,1049,653,1702,2633,64.64%,860,363,1223
"City of Houston, Proposition A",0653,0,8,8,0,0.00%,5,2,7
"City of Houston, Proposition A",0654,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0655,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0656,1139,391,1530,2371,64.53%,528,294,822
"City of Houston, Proposition A",0659,126,35,161,220,73.18%,42,71,113
"City of Houston, Proposition A",0661,0,3,3,0,0.00%,1,1,2
"City of Houston, Proposition A",0663,1302,913,2215,3232,68.53%,1155,746,1901
"City of Houston, Proposition A",0666,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0670,1566,518,2084,2952,70.60%,788,987,1775
"City of Houston, Proposition A",0674,20,3,23,26,88.46%,5,12,17
"City of Houston, Proposition A",0675,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0676,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0677,220,239,459,954,48.11%,254,109,363
"City of Houston, Proposition A",0678,297,154,461,756,60.98%,217,163,380
"City of Houston, Proposition A",0680,56,22,78,181,43.09%,48,16,64
"City of Houston, Proposition A",0681,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition A",0683,48,50,98,261,37.55%,59,24,83
"City of Houston, Proposition A",0684,72,24,96,187,51.34%,50,29,79
"City of Houston, Proposition A",0685,167,29,196,326,60.12%,100,48,148
"City of Houston, Proposition A",0686,45,34,80,196,40.82%,30,27,57
"City of Houston, Proposition A",0689,498,647,1145,2254,50.80%,517,268,785
"City of Houston, Proposition A",0691,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0693,303,116,419,651,64.36%,235,93,328
"City of Houston, Proposition A",0694,420,137,557,817,68.18%,238,210,448
"City of Houston, Proposition A",0698,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0699,1031,566,1597,2288,69.80%,766,505,1271
"City of Houston, Proposition A",0701,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0702,150,123,273,549,49.73%,137,51,188
"City of Houston, Proposition A",0705,82,57,139,245,56.73%,47,18,65
"City of Houston, Proposition A",0706,222,135,357,529,67.49%,188,92,280
"City of Houston, Proposition A",0707,284,135,420,707,59.41%,215,135,350
"City of Houston, Proposition A",0710,877,602,1479,2023,73.11%,776,470,1246
"City of Houston, Proposition A",0711,1492,701,2193,3351,65.44%,1137,643,1780
"City of Houston, Proposition A",0714,62,3,65,269,24.16%,20,32,52
"City of Houston, Proposition A",0715,405,326,731,1380,52.97%,356,183,539
"City of Houston, Proposition A",0718,1842,1019,2861,4050,70.64%,1267,1017,2284
"City of Houston, Proposition A",0719,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0721,1334,637,1971,2842,69.35%,916,695,1611
"City of Houston, Proposition A",0722,1892,642,2534,4357,58.16%,1244,528,1772
"City of Houston, Proposition A",0724,325,170,495,716,69.13%,224,173,397
"City of Houston, Proposition A",0725,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0727,931,466,1397,2488,56.15%,768,280,1048
"City of Houston, Proposition A",0728,343,208,551,881,62.54%,285,164,449
"City of Houston, Proposition A",0730,800,437,1237,1630,75.89%,610,387,997
"City of Houston, Proposition A",0731,121,36,157,373,42.09%,89,33,122
"City of Houston, Proposition A",0732,701,543,1244,1895,65.65%,600,375,975
"City of Houston, Proposition A",0734,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0736,6,1,7,21,33.33%,4,2,6
"City of Houston, Proposition A",0738,353,152,505,954,52.94%,213,107,320
"City of Houston, Proposition A",0740,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0741,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0742,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0744,848,509,1357,2024,67.05%,657,457,1114
"City of Houston, Proposition A",0745,1066,542,1608,2396,67.11%,758,526,1284
"City of Houston, Proposition A",0746,230,151,381,707,53.89%,184,82,266
"City of Houston, Proposition A",0748,286,201,487,862,56.50%,253,112,365
"City of Houston, Proposition A",0749,99,57,156,359,43.45%,71,34,105
"City of Houston, Proposition A",0754,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0755,1048,895,1944,3569,54.47%,955,498,1453
"City of Houston, Proposition A",0758,1996,783,2779,3781,73.50%,1040,1196,2236
"City of Houston, Proposition A",0760,2346,647,2993,4154,72.05%,1038,1431,2469
"City of Houston, Proposition A",0761,917,219,1136,1464,77.60%,565,386,951
"City of Houston, Proposition A",0762,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0763,255,308,563,1184,47.55%,280,125,405
"City of Houston, Proposition A",0764,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0765,1390,815,2205,3967,55.58%,1121,519,1640
"City of Houston, Proposition A",0766,71,92,163,383,42.56%,84,35,119
"City of Houston, Proposition A",0767,20,15,35,90,38.89%,13,13,26
"City of Houston, Proposition A",0769,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0772,6,0,6,0,0.00%,3,1,4
"City of Houston, Proposition A",0773,277,209,486,917,53.00%,207,86,293
"City of Houston, Proposition A",0774,116,74,190,301,63.12%,101,36,137
"City of Houston, Proposition A",0775,33,1,34,83,40.96%,18,4,22
"City of Houston, Proposition A",0776,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0778,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0779,270,216,486,1055,46.07%,217,120,337
"City of Houston, Proposition A",0780,6,7,13,20,65.00%,4,5,9
"City of Houston, Proposition A",0781,1152,655,1807,3716,48.63%,795,411,1206
"City of Houston, Proposition A",0782,1,0,1,0,0.00%,0,0,0
"City of Houston, Proposition A",0784,428,156,584,1071,54.53%,182,108,290
"City of Houston, Proposition A",0787,154,76,230,487,47.23%,109,58,167
"City of Houston, Proposition A",0788,156,58,214,481,44.49%,114,49,163
"City of Houston, Proposition A",0789,3,1,4,4,100.00%,2,0,2
"City of Houston, Proposition A",0790,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0791,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0793,318,153,471,976,48.26%,210,144,354
"City of Houston, Proposition A",0794,471,395,866,2136,40.54%,445,117,562
"City of Houston, Proposition A",0795,265,255,520,1207,43.08%,278,111,389
"City of Houston, Proposition A",0797,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0798,176,263,439,496,88.51%,232,120,352
"City of Houston, Proposition A",0799,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0801,68,55,123,253,48.62%,54,31,85
"City of Houston, Proposition A",0802,98,58,156,299,52.17%,95,36,131
"City of Houston, Proposition A",0804,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0806,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0807,652,402,1054,2001,52.67%,598,168,766
"City of Houston, Proposition A",0808,41,26,67,84,79.76%,41,16,57
"City of Houston, Proposition A",0809,21,6,27,86,31.40%,6,8,14
"City of Houston, Proposition A",0810,30,48,78,215,36.28%,38,10,48
"City of Houston, Proposition A",0811,39,106,145,271,53.51%,77,34,111
"City of Houston, Proposition A",0812,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0813,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0814,527,141,668,1060,63.02%,328,92,420
"City of Houston, Proposition A",0815,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0816,20,13,33,76,43.42%,12,8,20
"City of Houston, Proposition A",0818,134,101,235,527,44.59%,100,68,168
"City of Houston, Proposition A",0819,97,45,142,238,59.66%,72,44,116
"City of Houston, Proposition A",0820,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0821,354,203,557,1206,46.19%,272,110,382
"City of Houston, Proposition A",0822,584,282,866,1544,56.09%,378,180,558
"City of Houston, Proposition A",0823,359,157,516,789,65.40%,246,86,332
"City of Houston, Proposition A",0824,86,53,139,289,48.10%,66,33,99
"City of Houston, Proposition A",0825,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0826,153,89,242,342,70.76%,145,68,213
"City of Houston, Proposition A",0827,8,6,14,28,50.00%,6,4,10
"City of Houston, Proposition A",0829,107,56,163,266,61.28%,86,32,118
"City of Houston, Proposition A",0830,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",0831,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0833,8,1,9,20,45.00%,3,2,5
"City of Houston, Proposition A",0835,87,53,140,292,47.95%,74,24,98
"City of Houston, Proposition A",0836,8,3,11,19,57.89%,9,2,11
"City of Houston, Proposition A",0837,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0839,353,240,593,1122,52.85%,325,118,443
"City of Houston, Proposition A",0840,51,17,68,138,49.28%,21,27,48
"City of Houston, Proposition A",0841,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition A",0842,715,504,1219,2264,53.84%,633,279,912
"City of Houston, Proposition A",0843,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition A",0844,2,4,6,1,3,46.1,5%,3,1,4
"City of Houston, Proposition A",0845,85,8,93,100,93.00%,39,12,51
"City of Houston, Proposition A",0846,70,29,99,210,47.14%,48,16,64
"City of Houston, Proposition A",0847,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0848,782,431,1213,1873,64.76%,623,345,968
"City of Houston, Proposition A",0849,553,514,1067,2073,51.47%,515,273,788
"City of Houston, Proposition A",0850,87,38,125,205,60.98%,53,49,102
"City of Houston, Proposition A",0852,0,4,4,2,200.00%,1,1,2
"City of Houston, Proposition A",0854,41,30,71,175,40.57%,37,10,47
"City of Houston, Proposition A",0856,0,4,4,0,0.00%,1,2,3
"City of Houston, Proposition A",0857,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",0858,132,18,150,372,40.32%,65,31,96
"City of Houston, Proposition A",0859,309,201,510,860,59.30%,204,140,344
"City of Houston, Proposition A",0860,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition A",0861,21,5,26,91,28.57%,12,5,17
"City of Houston, Proposition A",0862,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0863,210,69,279,620,45.00%,108,61,169
"City of Houston, Proposition A",0865,9,2,11,23,47.83%,2,7,9
"City of Houston, Proposition A",0866,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0867,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0869,153,76,229,473,48.41%,108,31,139
"City of Houston, Proposition A",0870,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0871,3,0,3,4,75.00%,3,0,3
"City of Houston, Proposition A",0872,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0873,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0880,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0886,301,154,455,713,63.81%,265,124,389
"City of Houston, Proposition A",0887,138,83,221,313,70.61%,122,52,174
"City of Houston, Proposition A",0889,22,0,22,61,36.07%,14,5,19
"City of Houston, Proposition A",0890,319,118,437,994,43.96%,252,96,348
"City of Houston, Proposition A",0891,539,392,931,1413,65.89%,514,247,761
"City of Houston, Proposition A",0892,193,130,323,696,46.41%,171,76,247
"City of Houston, Proposition A",0893,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition A",0894,0,31,31,0,0.00%,16,8,24
"City of Houston, Proposition A",0895,335,325,660,784,84.1,8%,431,1,53,584
"City of Houston, Proposition A",0896,670,303,973,1437,67.71%,618,240,858
"City of Houston, Proposition A",0899,4,0,4,8,50.00%,4,0,4
"City of Houston, Proposition A",0900,5,0,5,12,41.67%,1,2,3
"City of Houston, Proposition A",0902,865,621,1486,2065,71.96%,754,511,1265
"City of Houston, Proposition A",0903,10,1,11,41,26.83%,7,4,11
"City of Houston, Proposition A",0904,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0905,290,168,458,908,50.44%,231,126,357
"City of Houston, Proposition A",0909,5,7,12,19,63.16%,8,3,11
"City of Houston, Proposition A",0910,55,34,89,226,39.38%,40,33,73
"City of Houston, Proposition A",0917,280,137,417,481,86.69%,198,160,358
"City of Houston, Proposition A",0918,489,135,624,883,70.67%,300,222,522
"City of Houston, Proposition A",0922,0,2,2,0,0.00%,1,1,2
"City of Houston, Proposition A",0924,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0925,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0927,84,74,158,262,60.31%,85,49,134
"City of Houston, Proposition A",0928,4,2,6,9,66.67%,4,2,6
"City of Houston, Proposition A",0929,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0930,200,77,277,567,48.85%,123,57,180
"City of Houston, Proposition A",0931,48,53,101,122,82.79%,59,28,85
"City of Houston, Proposition A",0932,0,5,5,0,0.00%,4,1,5
"City of Houston, Proposition A",0933,233,121,354,588,82.54%,190,91,281
"City of Houston, Proposition A",0935,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0938,73,14,87,258,33.98%,49,18,85
"City of Houston, Proposition A",0940,1,0,1,13,7.89%,1,0,1
"City of Houston, Proposition A",0941,13,9,22,25,88.00%,9,8,17
"City of Houston, Proposition A",0942,88,24,92,159,57.88%,34,44,78
"City of Houston, Proposition A",0943,298,83,359,538,88.98%,188,97,283
"City of Houston, Proposition A",0944,30,8,38,39,92.31%,23,7,30
"City of Houston, Proposition A",0945,4,7,11,18,88.75%,8,0,8
"City of Houston, Proposition A",0948,3,3,8,14,42.88%,1,2,3
"City of Houston, Proposition A",0947,320,292,812,822,74.45%,304,208,512
"City of Houston, Proposition A",0948,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0949,59,37,98,201,47.78%,52,29,81
"City of Houston, Proposition A",0950,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0952,24,18,40,70,57.14%,21,14,35
"City of Houston, Proposition A",0953,59,52,111,420,28.43%,57,28,83
"City of Houston, Proposition A",0954,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0955,5,20,25,18,138.89%,8,10,18
"City of Houston, Proposition A",0958,5,2,7,12,58.33%,8,0,8
"City of Houston, Proposition A",0958,1,0,1,0,0.00%,0,1,1
"City of Houston, Proposition A",0959,0,4,4,0,0.00%,2,1,3
"City of Houston, Proposition A",0980,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0982,24,13,37,73,50.88%,25,8,31
"City of Houston, Proposition A",0983,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",0984,142,85,207,225,92.00%,89,89,158
"City of Houston, Proposition A",0985,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0988,305,180,485,1073,43.34%,229,108,337
"City of Houston, Proposition A",0989,335,82,417,584,71.40%,170,101,271
"City of Houston, Proposition A",0970,212,78,288,704,40.91%,137,40,177
"City of Houston, Proposition A",0971,27,21,48,129,37.21%,24,5,29
"City of Houston, Proposition A",0972,10,7,17,29,58.82%,11,2,13
"City of Houston, Proposition A",0973,49,24,73,107,88.22%,40,23,83
"City of Houston, Proposition A",0974,100,71,171,299,57.19%,78,68,146
"City of Houston, Proposition A",0975,72,41,113,170,66.47%,56,37,93
"City of Houston, Proposition A",0976,0,1,7,1,7,0,0.00%,8,3,1,1
"City of Houston, Proposition A",0981,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0982,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",0984,43,49,92,198,46.46%,50,13,63
"City of Houston, Proposition A",0985,172,67,239,336,71.13%,126,68,194
"City of Houston, Proposition A",0986,129,85,215,404,53.22%,113,26,139
"City of Houston, Proposition A",0987,465,191,656,1138,57.64%,274,134,408
"City of Houston, Proposition A",0989,18,8,26,36,72.22%,10,6,16
"City of Houston, Proposition A",0990,37,15,52,154,33.77%,26,6,32
"City of Houston, Proposition A",0994,6,5,11,8,137.50%,6,2,8
"City of Houston, Proposition A",0995,596,190,786,1269,61.94%,358,180,538
"City of Houston, Proposition A",1000,105,0,105,458,22.93%,53,12,65
"City of Houston, Proposition A",1001,495,294,790,1566,50.45%,360,150,510
"City of Houston, Proposition A",1002,464,314,778,1738,44.76%,391,143,534
"City of Houston, Proposition A",1003,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",1004,224,153,377,656,57.47%,184,131,315
"City of Houston, Proposition A",1006,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1010,124,74,198,317,62.46%,102,55,157
"City of Houston, Proposition A",1011,12,3,15,29,51.72%,7,4,11
"City of Houston, Proposition A",1019,426,4,430,1518,28.33%,212,57,269
"City of Houston, Proposition A",1020,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",1021,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1024,113,77,190,259,73.36%,96,74,170
"City of Houston, Proposition A",1026,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1027,0,1,1,1,100.00%,1,0,1
"City of Houston, Proposition A",1030,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1033,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1034,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",1037,27,16,43,73,58.90%,15,20,35
"City of Houston, Proposition A",1038,94,10,104,156,66.67%,40,14,54
"City of Houston, Proposition A",1039,3,5,8,20,40.00%,6,1,7
"City of Houston, Proposition A",1040,43,45,88,159,55.35%,42,26,68
"City of Houston, Proposition A",1041,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1046,19,18,37,54,68.52%,17,6,23
"City of Houston, Proposition A",1047,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition A",1048,3,1,4,18,22.22%,2,0,2
"City of Houston, Proposition A",1049,57,71,128,266,48.12%,68,30,98
"City of Houston, Proposition A",1050,148,153,301,506,59.49%,143,76,219
"City of Houston, Proposition A",1,051,0,1,2,1,2,0,0.00%,6,5,1,1
"City of Houston, Proposition A",1052,0,2,2,0,0.00%,2,0,2
"City of Houston, Proposition A",1054,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition A",1055,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1056,4,0,4,6,66.67%,2,1,3
"City of Houston, Proposition A",1057,34,7,41,115,35.65%,18,7,25
"City of Houston, Proposition A",1058,540,246,786,1190,66.05%,371,225,596
"City of Houston, Proposition A",1059,7,3,10,23,43.48%,7,2,9
"City of Houston, Proposition A",1060,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition A",1064,45,1,46,120,38.33%,17,19,36
