Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0270,1401,870,2271,3517,64.57%,1476,506,1982
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0271,1303,371,1674,2469,67.80%,997,252,1249
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0272,610,484,1094,2112,51.80%,746,171,917
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0273,1139,634,1773,2426,73.08%,1198,273,1471
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0274,1049,364,1413,2063,68.49%,970,235,1205
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0275,567,410,977,1730,56.47%,600,146,746
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0276,1139,404,1543,2532,60.94%,845,252,1097
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0280,303,360,663,1515,43.76%,390,109,499
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0281,1087,903,1990,2610,76.25%,1360,429,1789
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0282,690,591,1281,1988,64.44%,882,230,1112
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0283,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0284,1135,595,1730,3262,53.03%,1102,291,1393
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0285,988,509,1497,2505,59.76%,833,243,1076
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0286,2657,1053,3710,5719,64.87%,2370,589,2959
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0287,647,542,1189,1616,73.58%,739,320,1059
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0288,1036,380,1416,2259,62.68%,796,214,1010
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0289,374,397,771,1510,51.06%,443,138,581
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0291,541,298,839,1203,69.74%,564,176,740
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0292,477,236,713,1272,56.05%,395,119,514
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0293,620,557,1177,1733,67.92%,787,232,1019
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0294,989,298,1287,2107,61.08%,724,205,929
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0295,314,189,503,862,58.35%,292,62,354
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0296,602,432,1034,1693,61.08%,636,224,860
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0297,576,445,1021,1978,51.62%,617,152,769
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0298,847,475,1322,2083,63.47%,834,268,1102
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0299,328,213,541,1231,43.95%,332,76,408
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0300,3013,922,3935,5040,78.08%,2585,488,3073
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0303,1772,755,2527,3172,79.67%,1684,440,2124
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0304,970,648,1618,2266,71.40%,1084,351,1435
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0305,1319,858,2177,3621,60.12%,1334,321,1655
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0306,1013,323,1336,1847,72.33%,850,273,1123
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0308,444,238,682,1266,53.87%,386,132,518
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0309,1385,612,1997,2529,78.96%,1383,377,1760
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0310,617,348,965,1437,67.15%,608,185,793
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0311,862,699,1561,2997,52.09%,904,286,1190
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0312,1600,718,2318,3669,63.18%,1576,356,1932
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0313,22,1,23,60,38.33%,8,8,16
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0314,2494,1221,3715,5225,71.10%,2361,489,2850
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0315,711,479,1190,1618,73.55%,817,231,1048
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0316,682,411,1093,1522,71.81%,719,250,969
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0317,551,336,887,1469,60.38%,607,140,747
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0318,1708,511,2319,3531,65.68%,1484,377,1861
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0319,965,290,1255,2081,60.31%,763,225,988
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0320,464,300,764,1505,50.76%,425,151,576
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0321,442,306,748,2029,36.87%,471,124,595
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0322,397,237,634,1322,47.96%,398,103,501
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0323,482,332,814,1719,47.35%,529,161,690
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0324,967,718,1685,2339,72.04%,1034,487,1521
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0325,656,397,1053,2251,46.78%,613,193,806
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0326,202,128,330,678,48.67%,200,59,259
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0327,726,244,970,1751,55.40%,465,201,666
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0328,344,270,614,1361,45.11%,347,91,438
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0329,405,307,712,1367,52.08%,413,133,546
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0330,590,375,966,1849,52.24%,604,176,780
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0331,0,1,1,0,0.00%,1,0,1
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0332,23,4,27,128,21.09%,23,0,23
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0334,255,114,369,755,48.87%,197,53,250
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0335,285,246,531,1227,43.28%,305,81,386
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0336,1818,588,2406,3161,76.12%,1607,334,1941
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0337,309,207,516,951,54.26%,322,82,404
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0338,1540,824,2364,4673,50.59%,1372,317,1689
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0339,369,373,742,1716,43.24%,446,128,574
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0340,1778,833,2611,3717,70.24%,1643,487,2130
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0341,246,316,562,1248,45.03%,329,109,438
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0342,2029,1113,3142,5718,54.95%,1844,391,2235
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0343,436,483,919,1904,48.27%,531,171,702
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0344,395,245,640,1207,53.02%,317,96,413
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0345,428,357,785,1708,45.96%,510,103,613
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0346,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0347,96,59,155,341,45.45%,73,24,97
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0350,1112,780,1892,2906,65.11%,1286,329,1615
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0351,2495,793,3288,4537,72.47%,2088,525,2613
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0353,22,14,36,131,27.48%,21,4,25
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0354,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0355,700,286,986,1384,71.24%,598,151,749
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0356,1382,618,2000,2836,70.52%,1362,371,1733
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0357,1633,709,2342,3371,69.47%,1483,462,1945
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0358,740,464,1204,2297,52.42%,704,154,858
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0359,706,482,1188,3008,39.49%,754,134,888
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0360,969,515,1484,2190,67.76%,984,298,1282
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0361,135,691,826,1585,52.11%,467,281,748
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0362,2131,1200,3331,4952,67.27%,2250,454,2704
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0363,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0364,912,602,1514,2539,59.63%,915,296,1211
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0365,734,245,979,1302,75.19%,553,237,790
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0366,638,466,1104,2089,52.85%,631,159,790
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0367,328,212,540,1019,52.99%,341,100,441
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0368,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0369,107,53,160,490,32.65%,96,28,124
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0370,3143,1178,4321,5781,74.74%,2771,554,3325
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0371,226,69,295,475,62.11%,126,44,170
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0372,498,231,729,1215,60.00%,445,122,567
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0373,61,16,77,159,48.43%,31,17,48
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0374,139,187,326,748,43.58%,182,55,237
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0375,10,5,15,58,25.86%,7,2,9
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0376,271,110,381,738,51,63%,221,46,267
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0379,800,338,1138,2017,56.42%,645,220,865
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0380,84,33,117,150,78.00%,61,28,89
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0381,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0382,0,4,4,0,0.00%,1,1,2
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0383,599,493,1092,2076,52.60%,647,160,807
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0384,1172,505,1677,2596,64.60%,1071,259,1330
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0385,1099,621,1720,2175,79.08%,1177,314,1491
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0388,0,1,1,0,0.00%,0,1,1
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0389,283,261,544,975,55.79%,374,62,436
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0390,644,368,1012,1565,64.66%,639,194,833
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0391,655,253,908,1326,68.48%,581,170,751
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0392,737,197,934,1441,64.82%,539,153,692
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0393,346,281,627,1206,51.99%,399,88,487
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0395,830,491,1321,1820,72.58%,913,260,1173
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0396,1157,219,1376,2073,66.38%,623,219,842
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0397,163,148,311,750,41.47%,180,42,222
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0398,1438,840,2278,3816,59.70%,1405,301,1706
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0399,896,593,1489,2542,58.58%,903,207,1110
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0400,1048,506,1554,2238,69.44%,1064,242,1306
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0401,723,284,1007,1876,53.68%,452,166,618
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0402,840,234,1074,1622,66.21%,577,225,802
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0403,791,527,1318,1703,77.39%,902,262,1164
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0405,0,1,1,0,0.00%,1,0,1
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0406,281,72,353,610,57.87%,173,50,223
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0407,1317,1000,2317,3652,63.44%,1521,443,1964
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0408,154,179,333,933,35.69%,193,48,241
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0409,277,289,566,1371,41.28%,332,83,415
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0410,337,102,439,849,51.71%,227,79,306
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0411,542,462,1004,2302,43.61%,576,139,715
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0412,193,74,267,433,61.66%,143,44,187
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0413,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0415,765,529,1294,1645,78.66%,911,189,1100
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0416,918,850,1768,2956,59.81%,1108,292,1400
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0417,403,258,661,1127,58.65%,413,121,534
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0418,1057,758,1815,3420,53.07%,1123,259,1382
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0421,124,92,216,467,46.25%,136,29,165
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0422,1456,585,2041,3345,61.02%,1225,315,1540
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0423,190,309,499,894,55.82%,244,97,341
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0424,435,1,57,592,888,66.67%,406,98,504
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0425,227,234,461,875,52.69%,266,81,347
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0426,415,283,698,1224,57.03%,432,140,572
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0427,325,249,574,1115,51.48%,351,101,452
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0428,1284,907,2191,4316,50.76%,1174,246,1420
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0429,1091,777,1868,3929,47.54%,1078,243,1321
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0430,403,335,738,1654,44.62%,401,97,498
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0431,819,403,1222,3188,38.33%,773,158,931
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0432,311,271,582,1344,43.30%,388,91,479
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0433,139,106,245,573,42.76%,151,35,186
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0434,628,371,999,1386,72.08%,680,170,850
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0435,1534,768,2302,3097,74.33%,1533,398,1931
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0436,1334,709,2043,3012,67.83%,1404,358,1762
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0437,951,542,1493,2007,74.39%,1089,214,1303
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0438,1046,387,1433,1802,79.52%,986,254,1240
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0439,1526,905,2431,3416,71.17%,1630,460,2090
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0440,1326,876,2202,2867,76.81%,1537,353,1890
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0441,698,513,1211,1616,74.94%,951,123,1074
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0442,1366,513,1879,2504,75.04%,1201,317,1518
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0443,335,148,483,605,79.83%,355,57,412
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0444,1258,731,1989,3172,62.70%,1256,417,1673
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0445,860,443,1303,1938,67.23%,897,217,1114
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0446,70,52,122,268,45.52%,78,23,101
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0447,271,1,08,379,583,65.01%,260,64,324
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0448,1239,869,2108,3081,68.42%,1314,564,1878
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0449,62,37,99,164,60.37%,52,11,63
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0450,856,537,1393,2622,53.13%,846,270,1116
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0451,1575,515,2090,2674,78.16%,1268,298,1566
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0452,1109,639,1748,2810,62.21%,983,259,1242
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0453,559,475,1034,1885,54.85%,627,174,801
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0454,1226,311,1537,2571,59.78%,695,192,887
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0455,748,216,964,1679,57.42%,483,132,615
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0457,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0458,908,271,1179,1893,62.28%,696,196,892
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0459,1637,476,2113,2950,71.63%,1391,446,1837
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0460,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0461,1958,828,2786,3733,74.63%,1861,484,2345
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0462,1299,835,2134,3245,65.76%,1352,408,1760
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0463,1124,656,1780,2962,60.09%,1170,270,1440
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0464,786,612,1398,2126,65.76%,786,221,1007
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0465,1465,702,2167,3343,64.82%,1322,310,1632
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0466,2052,729,2781,4072,68.30%,1632,420,2052
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0467,478,229,707,1230,57.48%,371,107,478
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0468,984,793,1777,3354,52.98%,925,223,1148
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0469,2039,638,2677,3779,70.84%,1708,496,2204
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0472,370,337,707,1027,68.84%,462,173,635
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0473,914,442,1356,1827,74.22%,869,274,1143
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0475,196,286,482,850,56.71%,267,92,359
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0476,354,351,705,1224,57.60%,439,134,573
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0477,1441,742,2183,3195,68.33%,1349,285,1634
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0478,1959,898,2857,4150,68.84%,1734,448,2182
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0479,1298,588,1886,2648,71.22%,1226,280,1506
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0480,936,555,1491,2267,65.77%,922,231,1153
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0481,1463,852,2315,3298,70.19%,1379,388,1767
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0482,1963,836,2799,4129,67.79%,1628,412,2040
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0483,1858,759,2627,4141,63.44%,1792,393,2185
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0484,2236,1008,3244,4594,70.61%,2076,489,2565
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0485,2421,990,3411,4838,70.50%,2121,518,2639
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0486,1843,805,2648,3572,74.13%,1685,404,2089
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0487,1005,612,1617,3318,48.73%,875,203,1078
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0488,580,440,1020,1713,59.54%,626,157,783
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0489,783,378,1161,1823,63.69%,717,242,959
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0490,876,439,1315,1944,67.64%,864,235,1099
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0491,667,489,1156,1782,64.87%,773,197,970
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0492,1069,504,1573,2351,66.91%,1055,291,1346
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0493,858,400,1258,1804,69.73%,856,248,1104
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0494,760,431,1191,2176,54.73%,691,164,855
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0495,832,420,1252,1739,72.00%,817,159,976
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0496,496,571,1067,2086,51.15%,585,137,722
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0497,882,165,1047,1492,70.17%,463,181,644
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0498,759,499,1258,2123,59.26%,812,205,1017
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0499,1301,517,1818,2304,78.91%,1221,373,1594
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0500,1507,746,2253,3175,70.96%,1375,283,1658
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0501,653,487,1140,1647,69.22%,735,272,1007
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0503,359,273,632,1363,46.37%,370,64,434
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0504,1129,538,1667,2197,75.88%,1146,333,1479
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0505,1209,829,2038,3654,55.77%,1289,434,1723
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0506,1459,801,2260,3350,67.46%,1427,337,1764
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0507,582,385,967,2435,39.71%,470,94,564
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0508,946,760,1706,3248,52.52%,956,219,1175
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0509,1340,864,2204,3536,62.33%,1453,341,1794
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0510,1492,682,2174,3511,61.92%,1467,310,1777
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0511,0,6,6,0,0.00%,6,0,6
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0512,1558,1127,2685,4582,58.60%,1640,331,1971
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0513,1605,507,2112,2752,76.74%,1302,338,1640
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0514,1966,860,2826,3941,71.71%,1696,410,2106
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0515,1692,708,2400,3173,75.64%,1440,379,1819
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0516,2179,1066,3245,4934,65.77%,1933,432,2365
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0517,1208,653,1861,3320,56.05%,1155,271,1426
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0518,1478,919,2397,3755,63.83%,1473,320,1793
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0519,1234,645,1879,2951,63.67%,1123,300,1423
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0520,1542,857,2399,4064,59.03%,1314,294,1608
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0521,1011,694,1705,2725,62.57%,1160,255,1415
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0522,1171,658,1829,2682,68.20%,1253,275,1528
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0523,1338,689,2027,3060,66.24%,1312,346,1658
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0524,1237,675,1912,3292,58.08%,1218,241,1459
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0525,1380,610,1990,2947,67.53%,1205,360,1565
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0526,167,171,338,731,46.24%,191,63,254
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0527,0,2,2,0,0.00%,1,0,1
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0528,36,12,48,92,52.17%,25,6,31
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0530,259,235,494,1196,41.30%,257,103,360
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0536,1332,1195,2527,4576,55.22%,1528,407,1935
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0538,433,237,670,1282,52.26%,351,104,455
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0539,26,209,235,71,330.99%,146,30,176
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0540,666,380,1046,1491,70.15%,730,198,928
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0541,1824,779,2603,4183,62.23%,1734,361,2095
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0542,997,501,1498,2525,59.33%,881,239,1120
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0543,287,378,665,1528,43.52%,419,131,550
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0544,92,53,145,318,45.60%,70,34,104
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0545,11,1,12,23,52.17%,6,2,8
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0546,4,4,8,30,26.67%,6,0,6
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0547,877,647,1524,2408,63.29%,996,263,1259
