Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0439,1526,905,2431,3416,71.17%,1051,937,1988
"City of Houston, Proposition D",0440,0,6,6,0,0.00%,4,0,4
"City of Houston, Proposition D",0441,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition D",0443,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0444,1258,731,1989,3172,62.70%,822,782,1604
"City of Houston, Proposition D",0445,860,443,1303,1938,67.23%,594,476,1070
"City of Houston, Proposition D",0446,70,52,122,268,45.52%,57,40,97
"City of Houston, Proposition D",0447,271,108,379,583,65.01%,201,101,302
"City of Houston, Proposition D",0448,1239,869,2108,3081,68.42%,949,834,1783
"City of Houston, Proposition D",0449,62,37,99,164,60.37%,44,11,55
"City of Houston, Proposition D",0450,856,537,1393,2622,53.13%,705,364,1069
"City of Houston, Proposition D",0452,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0453,559,475,1034,1885,54.85%,512,240,752
"City of Houston, Proposition D",0454,1226,311,1537,2571,59.78%,552,251,803
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0455,748,216,964,1679,57.42%,399,163,562
"City of Houston, Proposition D",0457,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0458,908,271,1179,1893,62.28%,576,240,816
"City of Houston, Proposition D",0459,1637,476,2113,2950,71.63%,613,1145,1758
"City of Houston, Proposition D",0460,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0461,1958,828,2786,3733,74.63%,1266,993,2259
"City of Houston, Proposition D",0462,1111,731,1842,2761,66.71%,917,572,1489
"City of Houston, Proposition D",0453,611,337,948,1705,55.60%,480,250,730
"City of Houston, Proposition D",0469,2039,638,2677,3779,70.84%,888,1255,2143
"City of Houston, Proposition D",0472,370,337,707,1027,68.84%,408,199,607
"City of Houston, Proposition D",0473,914,442,1356,1827,74.22%,588,546,1134
"City of Houston, Proposition D",0475,196,286,482,850,56.71%,209,131,340
"City of Houston, Proposition D",0476,354,351,705,1224,57.60%,309,234,543
"City of Houston, Proposition D",0477,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0478,397,124,521,826,63.08%,236,111,347
"City of Houston, Proposition D",0483,1868,759,2627,4141,63.44%,1312,771,2083
"City of Houston, Proposition D",0487,1005,612,1617,3318,48.73%,692,288,980
"City of Houston, Proposition D",0488,580,440,1020,1713,59.54%,476,239,715
"City of Houston, Proposition D",0489,783,378,1161,1823,63.69%,575,331,906
"City of Houston, Proposition D",0490,876,439,1315,1944,67.64%,673,369,1042
"City of Houston, Proposition D",0491,667,489,1156,1782,64.87%,546,370,916
"City of Houston, Proposition D",0492,1069,504,1573,2351,66.91%,730,544,1274
"City of Houston, Proposition D",0493,858,400,1258,1804,69.73%,541,523,1064
"City of Houston, Proposition D",0496,0,11,11,0,0.00%,4,2,6
"City of Houston, Proposition D",0497,882,165,1047,1492,70.17%,389,195,584
"City of Houston, Proposition D",0498,759,499,1258,2123,59.26%,618,345,963
"City of Houston, Proposition D",0499,1301,517,1818,2304,78.91%,746,795,1541
"City of Houston, Proposition D",0501,653,487,1140,1647,69.22%,620,340,960
"City of Houston, Proposition D",0503,359,273,632,1363,46.37%,287,107,394
"City of Houston, Proposition D",0504,1129,538,1667,2197,75.88%,705,712,1417
"City of Houston, Proposition D",0505,1209,829,2038,3654,55.77%,994,648,1642
"City of Houston, Proposition D",0506,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0507,582,385,967,2435,39.71%,421,107,528
"City of Houston, Proposition D",0508,946,760,1706,3248,52.52%,738,349,1087
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0510,1492,682,2174,3511,61.92%,1038,626,1664
"City of Houston, Proposition D",0516,160,86,246,399,61.65%,112,52,164
"City of Houston, Proposition D",0517,1,0,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0520,0,494,494,0,0.00%,227,67,294
"City of Houston, Proposition D",0521,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0523,3,0,3,0,0.00%,0,1,1
"City of Houston, Proposition D",0525,1380,610,1990,2947,67.53%,1005,450,1455
"City of Houston, Proposition D",0526,167,171,338,731,46.24%,162,76,238
"City of Houston, Proposition D",0527,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition D",0528,36,12,48,92,52.17%,19,3,22
"City of Houston, Proposition D",0530,259,235,494,1196,41.30%,216,110,326
"City of Houston, Proposition D",0536,1332,1195,2527,4576,55.22%,1230,630,1860
"City of Houston, Proposition D",0538,433,237,670,1282,52.26%,291,125,416
"City of Houston, Proposition D",0539,26,209,235,71,330.99%,118,46,164
"City of Houston, Proposition D",0540,666,380,1046,1491,70.15%,623,252,875
"City of Houston, Proposition D",0541,1824,779,2603,4183,62.23%,1439,508,1947
"City of Houston, Proposition D",0542,997,501,1498,2525,59.33%,752,269,1021
"City of Houston, Proposition D",0543,287,378,665,1528,43.52%,340,165,505
"City of Houston, Proposition D",0544,92,53,145,318,45.60%,68,27,95
"City of Houston, Proposition D",0545,11,1,12,23,52.17%,4,4,8
"City of Houston, Proposition D",0546,4,4,8,30,26.67%,3,3,6
"City of Houston, Proposition D",0552,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0554,562,340,902,1731,52.11%,462,135,597
"City of Houston, Proposition D",0555,597,447,1044,2119,49.27%,529,175,704
"City of Houston, Proposition D",0556,584,421,1005,2249,44.69%,490,175,665
"City of Houston, Proposition D",0557,822,556,1378,2726,50.55%,619,265,884
"City of Houston, Proposition D",0558,1078,584,1662,2751,60.41%,777,443,1220
"City of Houston, Proposition D",0559,1787,899,2686,4633,57.98%,1492,516,2008
"City of Houston, Proposition D",0560,172,289,461,1176,39.20%,224,80,304
"City of Houston, Proposition D",0562,201,146,347,645,53.80%,148,59,207
"City of Houston, Proposition D",0563,1699,415,2114,2969,71.20%,683,1018,1701
"City of Houston, Proposition D",0564,1150,713,1863,3096,60.17%,1050,452,1502
"City of Houston, Proposition D",0565,315,194,509,1373,37.07%,248,81,329
"City of Houston, Proposition D",0566,1122,478,1600,2950,54.24%,851,316,1167
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0567,672,394,1066,2198,48.50%,470,183,653
"City of Houston, Proposition D",0568,1628,837,2465,3487,70.69%,1101,882,1983
"City of Houston, Proposition D",0569,1294,865,2159,3249,66.45%,983,740,1723
"City of Houston, Proposition D",0570,525,409,934,1473,63.41%,501,249,750
"City of Houston, Proposition D",0571,75,128,203,373,54.42%,94,44,138
"City of Houston, Proposition D",0572,1248,572,1820,2941,61.88%,891,509,1400
"City of Houston, Proposition D",0573,577,368,945,1618,58.41%,420,168,588
"City of Houston, Proposition D",0574,98,79,177,391,45.27%,86,17,103
"City of Houston, Proposition D",0576,1050,552,1602,2671,59.98%,704,322,1026
"City of Houston, Proposition D",0577,231,113,344,573,60.03%,178,119,297
"City of Houston, Proposition D",0578,745,553,1298,1689,76.85%,570,556,1126
"City of Houston, Proposition D",0579,487,351,838,1806,46.40%,396,186,582
"City of Houston, Proposition D",0580,429,146,575,1027,55.99%,259,99,358
"City of Houston, Proposition D",0581,510,162,672,1041,64.55%,270,125,395
"City of Houston, Proposition D",0582,614,256,870,1613,53.94%,323,157,480
"City of Houston, Proposition D",0583,544,127,671,1248,53.77%,253,114,367
"City of Houston, Proposition D",0584,379,130,509,883,57.64%,182,84,266
"City of Houston, Proposition D",0585,934,304,1238,2403,51.52%,515,206,721
"City of Houston, Proposition D",0589,322,229,551,932,59.12%,257,156,413
"City of Houston, Proposition D",0590,1158,463,1621,2136,75.89%,544,818,1362
"City of Houston, Proposition D",0593,112,125,237,615,38.54%,113,68,181
"City of Houston, Proposition D",0594,756,435,1191,1777,67.02%,605,324,929
"City of Houston, Proposition D",0595,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0597,81,54,135,178,75.84%,81,11,92
"City of Houston, Proposition D",0598,50,39,89,154,57.79%,28,32,60
"City of Houston, Proposition D",0599,5,0,5,16,31.25%,2,2,4
"City of Houston, Proposition D",0600,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0603,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0604,29,9,38,64,59.38%,14,21,35
"City of Houston, Proposition D",0605,0,3,3,0,0.00%,1,0,1
"City of Houston, Proposition D",0606,420,122,542,1053,51.47%,246,86,332
"City of Houston, Proposition D",0607,194,118,312,731,42.68%,151,35,186
"City of Houston, Proposition D",0608,68,48,116,252,46.03%,49,39,88
"City of Houston, Proposition D",0610,403,398,801,1825,43.89%,362,229,591
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0611,1120,301,1421,2450,58.00%,480,220,700
"City of Houston, Proposition D",0612,1700,579,2279,3272,69.65%,782,1104,1886
"City of Houston, Proposition D",0620,2382,856,3238,5271,61.43%,1400,1033,2433
"City of Houston, Proposition D",0621,396,203,599,1171,51.15%,285,179,464
"City of Houston, Proposition D",0622,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0624,7,0,7,12,58.33%,4,2,6
"City of Houston, Proposition D",0625,862,454,1316,1796,73.27%,616,477,1093
"City of Houston, Proposition D",0626,1148,655,1803,2838,63.53%,831,555,1386
"City of Houston, Proposition D",0627,793,645,1438,2956,48.65%,681,317,998
"City of Houston, Proposition D",0628,292,456,748,1600,46.75%,368,223,591
"City of Houston, Proposition D",0629,175,127,302,629,48.01%,143,50,193
"City of Houston, Proposition D",0630,228,69,297,404,73.51%,147,85,232
"City of Houston, Proposition D",0631,3,0,3,0,0.00%,3,0,3
"City of Houston, Proposition D",0632,12,9,21,231,9.09%,10,5,15
"City of Houston, Proposition D",0633,0,5,5,0,0.00%,2,1,3
"City of Houston, Proposition D",0635,1326,706,2032,3280,61.95%,684,911,1595
"City of Houston, Proposition D",0637,739,509,1248,2471,50.51%,627,298,925
"City of Houston, Proposition D",0638,740,684,1424,2078,68.53%,702,212,914
"City of Houston, Proposition D",0639,0,5,5,0,0.00%,2,0,2
"City of Houston, Proposition D",0645,1639,895,2534,4035,62.80%,1259,693,1952
"City of Houston, Proposition D",0647,134,97,231,352,65.63%,100,67,167
"City of Houston, Proposition D",0649,1389,854,2243,4426,50.68%,1083,467,1550
"City of Houston, Proposition D",0650,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0652,1049,653,1702,2633,64.64%,852,347,1199
"City of Houston, Proposition D",0653,0,8,8,0,0.00%,5,2,7
"City of Houston, Proposition D",0654,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0655,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0656,1139,391,1530,2371,64.53%,547,264,811
"City of Houston, Proposition D",0659,126,35,161,220,73.18%,42,74,116
"City of Houston, Proposition D",0661,0,3,3,0,0.00%,0,2,2
"City of Houston, Proposition D",0663,1302,913,2215,3232,68.53%,1065,816,1881
"City of Houston, Proposition D",0666,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0670,1566,518,2084,2952,70.60%,683,1082,1765
"City of Houston, Proposition D",0674,20,3,23,26,88.46%,3,14,17
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0675,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0676,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0677,220,239,459,954,48.11%,238,117,355
"City of Houston, Proposition D",0678,297,164,461,756,60.98%,196,184,380
"City of Houston, Proposition D",0680,56,22,78,181,43.09%,41,26,67
"City of Houston, Proposition D",0681,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition D",0683,48,50,98,261,37.55%,60,21,81
"City of Houston, Proposition D",0684,72,24,96,187,51.34%,38,37,75
"City of Houston, Proposition D",0685,167,29,196,326,60.12%,94,52,146
"City of Houston, Proposition D",0686,46,34,80,196,40.82%,39,16,55
"City of Houston, Proposition D",0689,498,647,1145,2254,50.80%,477,297,774
"City of Houston, Proposition D",0691,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0693,303,116,419,651,64.36%,211,112,323
"City of Houston, Proposition D",0694,420,137,557,817,68.18%,218,238,456
"City of Houston, Proposition D",0698,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0699,1031,566,1597,2288,69.80%,734,546,1280
"City of Houston, Proposition D",0701,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0702,150,123,273,549,49.73%,136,49,185
"City of Houston, Proposition D",0705,82,57,139,245,56.73%,45,20,65
"City of Houston, Proposition D",0706,222,135,357,529,67.49%,188,94,282
"City of Houston, Proposition D",0707,284,136,420,707,59.41%,211,146,357
"City of Houston, Proposition D",0710,877,602,1479,2023,73.11%,663,586,1249
"City of Houston, Proposition D",0711,1492,701,2193,3351,65.44%,978,781,1759
"City of Houston, Proposition D",0714,62,3,65,269,24.16%,18,34,52
"City of Houston, Proposition D",0715,405,326,731,1380,52.97%,342,207,549
"City of Houston, Proposition D",0718,1842,1019,2861,4050,70.64%,1219,1072,2291
"City of Houston, Proposition D",0719,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0721,1334,637,1971,2842,69.35%,854,764,1618
"City of Houston, Proposition D",0722,1892,642,2534,4357,58.16%,1282,467,1749
"City of Houston, Proposition D",0724,325,170,495,716,69.13%,203,195,398
"City of Houston, Proposition D",0725,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0727,931,466,1397,2488,56.15%,727,311,1038
"City of Houston, Proposition D",0728,343,208,551,881,62.54%,289,164,453
"City of Houston, Proposition D",0730,800,437,1237,1630,75.89%,540,452,992
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0731,121,36,157,373,42.09%,90,30,120
"City of Houston, Proposition D",0732,701,543,1244,1895,65.65%,581,396,977
"City of Houston, Proposition D",0734,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0736,6,1,7,21,33.33%,4,2,6
"City of Houston, Proposition D",0738,353,152,505,954,52.94%,223,97,320
"City of Houston, Proposition D",0740,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition D",0741,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0742,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0744,848,509,1357,2024,67.05%,640,471,1111
"City of Houston, Proposition D",0745,1066,542,1608,2396,67.11%,737,538,1275
"City of Houston, Proposition D",0746,230,151,381,707,53.89%,185,82,267
"City of Houston, Proposition D",0748,286,201,487,862,56.50%,252,114,366
"City of Houston, Proposition D",0749,99,57,156,359,43.45%,71,29,100
"City of Houston, Proposition D",0754,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0755,1048,895,1944,3569,54.47%,962,510,1472
"City of Houston, Proposition D",0758,1996,783,2779,3781,73.50%,867,1373,2240
"City of Houston, Proposition D",0760,2346,647,2993,4154,72.05%,899,1575,2474
"City of Houston, Proposition D",0761,917,219,1136,1464,77.60%,457,485,942
"City of Houston, Proposition D",0762,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0763,255,308,563,1184,47.55%,270,141,411
"City of Houston, Proposition D",0764,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0765,1390,815,2205,3967,55.58%,1076,568,1644
"City of Houston, Proposition D",0766,71,92,163,383,42.56%,81,35,116
"City of Houston, Proposition D",0767,20,15,35,90,38.89%,15,11,26
"City of Houston, Proposition D",0769,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0772,6,0,6,0,0.00%,3,1,4
"City of Houston, Proposition D",0773,277,209,486,917,53.00%,210,88,298
"City of Houston, Proposition D",0774,116,74,190,301,63.12%,100,33,133
"City of Houston, Proposition D",0775,33,1,34,83,40.96%,17,5,22
"City of Houston, Proposition D",0776,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0778,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0779,270,21,e,486,1055,46.07%,210,126,336
"City of Houston, Proposition D",0780,6,7,13,20,65.00%,5,4,9
"City of Houston, Proposition D",0781,1152,655,1807,3716,48.63%,800,392,1192
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0782,1,0,1,0,0.00%,0,0,0
"City of Houston, Proposition D",0784,428,156,584,1071,54.53%,191,95,286
"City of Houston, Proposition D",0787,154,76,230,487,47.23%,108,55,163
"City of Houston, Proposition D",0788,156,58,214,481,44.49%,108,55,163
"City of Houston, Proposition D",0789,3,1,4,4,100.00%,3,1,4
"City of Houston, Proposition D",0790,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0791,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0793,318,153,471,976,48.26%,198,153,351
"City of Houston, Proposition D",0794,471,395,866,2136,40.54%,449,117,566
"City of Houston, Proposition D",0795,265,255,520,1207,43.08%,271,114,385
"City of Houston, Proposition D",0797,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0798,176,263,439,496,88.51%,208,135,343
"City of Houston, Proposition D",0799,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0801,68,55,123,253,48.62%,61,26,87
"City of Houston, Proposition D",0802,98,58,156,299,52.17%,104,27,131
"City of Houston, Proposition D",0804,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0806,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0807,652,402,1054,2001,52.67%,604,162,766
"City of Houston, Proposition D",0808,41,26,67,84,79.76%,38,17,55
"City of Houston, Proposition D",0809,21,6,27,86,31.40%,6,7,13
"City of Houston, Proposition D",0810,30,48,78,215,36.28%,38,8,46
"City of Houston, Proposition D",0811,39,106,145,271,53.51%,82,26,108
"City of Houston, Proposition D",0812,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0813,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0814,527,141,668,1060,63.02%,308,104,412
"City of Houston, Proposition D",0815,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0816,20,13,33,76,43.42%,12,7,19
"City of Houston, Proposition D",0818,134,101,235,527,44.59%,102,65,167
"City of Houston, Proposition D",0819,97,45,142,238,59.66%,60,53,113
"City of Houston, Proposition D",0820,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0821,354,203,557,1206,46.19%,269,99,368
"City of Houston, Proposition D",0822,584,282,866,1544,56.09%,386,161,547
"City of Houston, Proposition D",0823,359,157,516,789,65.40%,235,98,333
"City of Houston, Proposition D",0824,86,53,139,289,48.10%,66,34,100
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0825,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0826,153,89,242,342,70.76%,127,87,214
"City of Houston, Proposition D",0827,8,6,14,28,50.00%,6,4,10
"City of Houston, Proposition D",0829,107,56,163,266,61.28%,85,31,116
"City of Houston, Proposition D",0830,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",0831,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0833,8,1,9,20,45.00%,3,1,4
"City of Houston, Proposition D",0835,87,53,140,292,47.95%,81,19,100
"City of Houston, Proposition D",0836,8,3,11,19,57.89%,9,1,10
"City of Houston, Proposition D",0837,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0839,353,240,593,1122,52.85%,333,114,447
"City of Houston, Proposition D",0840,51,17,68,138,49.28%,25,24,49
"City of Houston, Proposition D",0841,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0842,715,504,1219,2264,53.84%,599,312,911
"City of Houston, Proposition D",0843,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition D",0844,2,4,6,1,3,46.1,5%,4,0,4
"City of Houston, Proposition D",0845,85,8,93,100,93.00%,36,18,54
"City of Houston, Proposition D",0846,70,29,99,210,47.14%,45,17,62
"City of Houston, Proposition D",0847,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0848,782,431,1213,1873,64.76%,620,343,963
"City of Houston, Proposition D",0849,553,514,1067,2073,51.47%,489,295,784
"City of Houston, Proposition D",0850,87,38,125,205,60.98%,47,52,99
"City of Houston, Proposition D",0852,0,4,4,2,200.00%,1,0,1
"City of Houston, Proposition D",0854,41,30,71,175,40.57%,35,13,48
"City of Houston, Proposition D",0856,0,4,4,0,0.00%,0,3,3
"City of Houston, Proposition D",0857,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition D",0858,132,18,150,372,40.32%,61,32,93
"City of Houston, Proposition D",0859,309,201,510,860,59.30%,203,144,347
"City of Houston, Proposition D",0860,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition D",0861,21,5,26,91,28.57%,12,4,16
"City of Houston, Proposition D",0862,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0863,210,69,279,620,45.00%,116,49,165
"City of Houston, Proposition D",0865,9,2,11,23,47.83%,3,6,9
"City of Houston, Proposition D",0866,0,0,0,0,0.00%,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0867,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0869,153,76,229,473,48.41%,102,34,136
"City of Houston, Proposition D",0870,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0871,3,0,3,4,75.00%,3,0,3
"City of Houston, Proposition D",0872,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0873,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0880,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0886,301,154,455,713,63.81%,247,140,387
"City of Houston, Proposition D",0887,138,83,221,313,70.61%,101,81,182
"City of Houston, Proposition D",0889,22,0,22,61,36.07%,12,6,18
"City of Houston, Proposition D",0890,319,118,437,994,43.96%,249,97,346
"City of Houston, Proposition D",0891,539,392,931,1413,65.89%,476,271,747
"City of Houston, Proposition D",0892,193,130,323,696,46.41%,164,81,245
"City of Houston, Proposition D",0893,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition D",0894,0,31,31,0,0.00%,17,7,24
"City of Houston, Proposition D",0895,335,325,660,784,84.18%,421,161,582
"City of Houston, Proposition D",0896,670,303,973,1437,67.71%,618,234,852
"City of Houston, Proposition D",0899,4,0,4,8,50.00%,4,0,4
"City of Houston, Proposition D",0900,5,0,5,12,41.67%,2,1,3
"City of Houston, Proposition D",0902,865,621,1486,2065,71.96%,665,583,1248
"City of Houston, Proposition D",0903,10,1,11,41,26.83%,6,5,11
"City of Houston, Proposition D",0904,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0905,290,168,458,908,50.44%,213,131,344
"City of Houston, Proposition D",0909,5,7,12,19,63.16%,7,3,10
"City of Houston, Proposition D",0910,55,34,89,226,39.38%,42,28,70
"City of Houston, Proposition D",0917,280,137,417,481,86.69%,174,189,363
"City of Houston, Proposition D",0918,489,135,624,883,70.67%,263,260,523
"City of Houston, Proposition D",0922,0,2,2,0,0.00%,1,1,2
"City of Houston, Proposition D",0924,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0925,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0927,84,74,158,262,60.31%,76,56,132
"City of Houston, Proposition D",0928,4,2,6,9,66.67%,4,2,6
"City of Houston, Proposition D",0929,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0930,200,77,277,567,48.85%,125,49,174
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0931,48,53,101,122,82.79%,53,32,85
"City of Houston, Proposition D",0932,0,5,5,0,0.00%,4,1,5
"City of Houston, Proposition D",0933,233,121,354,588,82.54%,189,92,281
"City of Houston, Proposition D",0935,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0938,73,14,87,258,33.98%,48,20,88
"City of Houston, Proposition D",0940,1,0,1,13,7.89%,1,0,1
"City of Houston, Proposition D",0941,13,9,22,25,88.00%,8,8,18
"City of Houston, Proposition D",0942,88,24,92,159,57.88%,21,57,78
"City of Houston, Proposition D",0943,298,83,359,538,88.98%,158,124,282
"City of Houston, Proposition D",0944,30,8,38,39,92.31%,17,12,29
"City of Houston, Proposition D",0945,4,7,11,18,88.75%,8,0,8
"City of Houston, Proposition D",0948,3,3,8,14,42.88%,2,1,3
"City of Houston, Proposition D",0947,320,292,812,822,74.45%,288,228,512
"City of Houston, Proposition D",0948,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0949,59,37,98,201,47.78%,51,30,81
"City of Houston, Proposition D",0950,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0952,24,18,40,70,57.14%,21,14,35
"City of Houston, Proposition D",0953,59,52,111,420,28.43%,88,17,83
"City of Houston, Proposition D",0954,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0955,5,20,25,18,138.89%,5,9,14
"City of Houston, Proposition D",0958,5,2,7,12,58.33%,4,1,5
"City of Houston, Proposition D",0958,1,0,1,0,0.00%,0,1,1
"City of Houston, Proposition D",0959,0,4,4,0,0.00%,1,1,2
"City of Houston, Proposition D",0980,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0982,24,13,37,73,50.88%,28,4,30
"City of Houston, Proposition D",0983,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0984,142,85,207,225,92.00%,87,73,180
"City of Houston, Proposition D",0985,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0988,305,180,485,1073,43.34%,221,114,335
"City of Houston, Proposition D",0989,335,82,417,584,71.40%,185,94,259
"City of Houston, Proposition D",0970,212,78,288,704,40.91%,138,37,173
"City of Houston, Proposition D",0971,27,21,48,129,37.21%,27,4,31
"City of Houston, Proposition D",0972,10,7,17,29,58.82%,8,8,12
"City of Houston, Proposition D",0973,49,24,73,107,88.22%,39,22,81
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0974,100,71,171,299,57.19%,72,76,148
"City of Houston, Proposition D",0975,72,41,113,170,66.47%,57,38,95
"City of Houston, Proposition D",0976,0,1,7,1,7,0,0.00%,9,3,1,2
"City of Houston, Proposition D",0981,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0982,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0984,43,49,92,198,46.46%,55,11,66
"City of Houston, Proposition D",0985,172,67,239,336,71.13%,117,76,193
"City of Houston, Proposition D",0986,129,86,215,404,53.22%,106,31,137
"City of Houston, Proposition D",0987,465,191,656,1138,57.64%,280,129,409
"City of Houston, Proposition D",0989,18,8,26,36,72.22%,10,8,18
"City of Houston, Proposition D",0990,37,15,52,154,33.77%,29,4,33
"City of Houston, Proposition D",0994,6,5,11,8,137.50%,6,2,8
"City of Houston, Proposition D",0995,596,190,786,1269,61.94%,366,157,523
"City of Houston, Proposition D",1000,105,0,105,458,22.93%,52,17,69
