"City of Houston, Proposition B",0461,1958,828,2786,3733,74.63%,1429,882,2311
"City of Houston, Proposition B",0462,1111,731,1842,2761,66.71%,965,547,1512
"City of Houston, Proposition B",0453,611,337,948,1705,55.60%,497,239,736
"City of Houston, Proposition B",0469,2039,638,2677,3779,70.84%,948,1212,2160
"City of Houston, Proposition B",0472,370,337,707,1027,68.84%,475,152,627
"City of Houston, Proposition B",0473,914,442,1356,1827,74.22%,594,542,1136
"City of Houston, Proposition B",0475,196,286,482,850,56.71%,227,113,340
"City of Houston, Proposition B",0476,354,351,705,1224,57.60%,329,217,546
"City of Houston, Proposition B",0477,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0478,397,124,521,826,63.08%,265,86,351
"City of Houston, Proposition B",0483,1868,759,2627,4141,63.44%,1420,679,2099
"City of Houston, Proposition B",0487,1005,612,1617,3318,48.73%,739,263,1002
"City of Houston, Proposition B",0488,580,440,1020,1713,59.54%,479,245,724
"City of Houston, Proposition B",0489,783,378,1161,1823,63.69%,639,297,936
"City of Houston, Proposition B",0490,876,439,1315,1944,67.64%,751,318,1069
"City of Houston, Proposition B",0491,667,489,1156,1782,64.87%,634,299,933
"City of Houston, Proposition B",0492,1069,504,1573,2351,66.91%,823,475,1298
"City of Houston, Proposition B",0493,858,400,1258,1804,69.73%,635,444,1079
"City of Houston, Proposition B",0496,0,11,11,0,0.00%,5,1,6
"City of Houston, Proposition B",0497,882,165,1047,1492,70.17%,424,175,599
"City of Houston, Proposition B",0498,759,499,1258,2123,59.26%,637,334,971
"City of Houston, Proposition B",0499,1301,517,1818,2304,78.91%,909,661,1570
"City of Houston, Proposition B",0501,653,487,1140,1647,69.22%,754,235,989
"City of Houston, Proposition B",0503,359,273,632,1363,46.37%,299,101,400
"City of Houston, Proposition B",0504,1129,538,1667,2197,75.88%,832,608,1440
"City of Houston, Proposition B",0505,1209,829,2038,3654,55.77%,1110,574,1684
"City of Houston, Proposition B",0506,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0507,582,385,967,2435,39.71%,424,109,533
"City of Houston, Proposition B",0508,946,760,1706,3248,52.52%,788,309,1097
"City of Houston, Proposition B",0510,1492,682,2174,3511,61.92%,1164,538,1702
"City of Houston, Proposition B",0516,160,86,246,399,61.65%,127,40,167
"City of Houston, Proposition B",0517,1,0,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0520,0,494,494,0,0.00%,244,57,301
"City of Houston, Proposition B",0521,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0523,3,0,3,0,0.00%,0,1,1
"City of Houston, Proposition B",0525,1380,610,1990,2947,67.53%,1083,417,1500
"City of Houston, Proposition B",0526,167,171,338,731,46.24%,191,54,245
"City of Houston, Proposition B",0527,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition B",0528,36,12,48,92,52.17%,21,4,25
"City of Houston, Proposition B",0530,259,235,494,1196,41.30%,242,90,332
"City of Houston, Proposition B",0536,1332,1195,2527,4576,55.22%,1289,581,1870
"City of Houston, Proposition B",0538,433,237,670,1282,52.26%,312,121,433
"City of Houston, Proposition B",0539,26,209,235,71,330.99%,130,37,167
"City of Houston, Proposition B",0540,666,380,1046,1491,70.15%,726,175,901
"City of Houston, Proposition B",0541,1824,779,2603,4183,62.23%,1604,376,1980
"City of Houston, Proposition B",0542,997,501,1498,2525,59.33%,802,245,1047
"City of Houston, Proposition B",0543,287,378,665,1528,43.52%,383,135,518
"City of Houston, Proposition B",0544,92,53,145,318,45.60%,66,32,98
"City of Houston, Proposition B",0545,11,1,12,23,52.17%,3,5,8
"City of Houston, Proposition B",0546,4,4,8,30,26.67%,6,1,7
"City of Houston, Proposition B",0552,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0554,562,340,902,1731,52.11%,476,130,606
"City of Houston, Proposition B",0555,597,447,1044,2119,49.27%,553,166,719
"City of Houston, Proposition B",0556,584,421,1005,2249,44.69%,497,172,669
"City of Houston, Proposition B",0557,822,556,1378,2726,50.55%,678,225,903
"City of Houston, Proposition B",0558,1078,584,1662,2751,60.41%,865,376,1241
"City of Houston, Proposition B",0559,1787,899,2686,4633,57.98%,1571,456,2027
"City of Houston, Proposition B",0560,172,289,461,1176,39.20%,229,76,305
"City of Houston, Proposition B",0562,201,146,347,645,53.80%,158,55,213
"City of Houston, Proposition B",0563,1699,415,2114,2969,71.20%,723,985,1708
"City of Houston, Proposition B",0564,1150,713,1863,3096,60.17%,1181,351,1532
"City of Houston, Proposition B",0565,315,194,509,1373,37.07%,255,75,330
"City of Houston, Proposition B",0566,1122,478,1600,2950,54.24%,896,276,1172
"City of Houston, Proposition B",0567,672,394,1066,2198,48.50%,511,159,670
"City of Houston, Proposition B",0568,1628,837,2465,3487,70.69%,1147,829,1976
"City of Houston, Proposition B",0569,1294,865,2159,3249,66.45%,1238,526,1764
"City of Houston, Proposition B",0570,525,409,934,1473,63.41%,595,175,770
"City of Houston, Proposition B",0571,75,128,203,373,54.42%,112,32,144
"City of Houston, Proposition B",0572,1248,572,1820,2941,61.88%,1011,404,1415
"City of Houston, Proposition B",0573,577,368,945,1618,58.41%,442,157,599
"City of Houston, Proposition B",0574,98,79,177,391,45.27%,93,18,111
"City of Houston, Proposition B",0576,1050,552,1602,2671,59.98%,753,311,1064
"City of Houston, Proposition B",0577,231,113,344,573,60.03%,209,90,299
"City of Houston, Proposition B",0578,745,553,1298,1689,76.85%,694,460,1154
"City of Houston, Proposition B",0579,487,351,838,1806,46.40%,406,191,597
"City of Houston, Proposition B",0580,429,146,575,1027,55.99%,272,100,372
"City of Houston, Proposition B",0581,510,162,672,1041,64.55%,278,128,406
"City of Houston, Proposition B",0582,514,255,870,1613,53.94%,321,166,487
"City of Houston, Proposition B",0583,544,127,671,1248,53.77%,268,104,372
"City of Houston, Proposition B",0584,379,130,509,883,57.64%,183,89,272
"City of Houston, Proposition B",0585,934,304,1238,2403,51.52%,525,222,747
"City of Houston, Proposition B",0589,322,229,551,932,59.12%,280,135,415
"City of Houston, Proposition B",0590,1158,463,1621,2136,75.89%,575,795,1370
"City of Houston, Proposition B",0593,112,125,237,615,38.54%,117,63,180
"City of Houston, Proposition B",0594,756,435,1191,1777,67.02%,668,271,939
"City of Houston, Proposition B",0595,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0597,81,54,135,178,75.84%,84,11,95
"City of Houston, Proposition B",0598,50,39,89,154,57.79%,28,33,61
"City of Houston, Proposition B",0599,5,0,5,16,31.25%,2,2,4
"City of Houston, Proposition B",0600,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0603,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0604,29,9,38,64,59.38%,12,21,33
"City of Houston, Proposition B",0605,0,3,3,0,0.00%,1,0,1
"City of Houston, Proposition B",0606,420,122,542,1053,51.47%,258,82,340
"City of Houston, Proposition B",0607,194,118,312,731,42.68%,157,36,193
"City of Houston, Proposition B",0608,68,48,116,252,46.03%,63,29,92
"City of Houston, Proposition B",0610,403,398,801,1825,43.89%,368,219,587
"City of Houston, Proposition B",0611,1120,301,1421,2450,58.00%,507,207,714
"City of Houston, Proposition B",0612,1700,579,2279,3272,69.65%,846,1043,1889
"City of Houston, Proposition B",0620,2382,856,3238,5271,61.43%,1597,879,2476
"City of Houston, Proposition B",0621,396,203,599,1171,51.15%,292,170,462
"City of Houston, Proposition B",0622,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0624,7,0,7,12,58.33%,3,3,6
"City of Houston, Proposition B",0625,862,454,1316,1796,73.27%,703,404,1107
"City of Houston, Proposition B",0626,1148,655,1803,2838,63.53%,960,468,1428
"City of Houston, Proposition B",0627,793,645,1438,2956,48.65%,717,295,1012
"City of Houston, Proposition B",0628,292,456,748,1600,46.75%,381,212,593
"City of Houston, Proposition B",0629,175,127,302,629,48.01%,162,34,196
"City of Houston, Proposition B",0630,228,69,297,404,73.51%,165,67,232
"City of Houston, Proposition B",0631,3,0,3,0,0.00%,3,0,3
"City of Houston, Proposition B",0632,12,9,21,231,9.09%,8,7,15
"City of Houston, Proposition B",0633,0,5,5,0,0.00%,2,1,3
"City of Houston, Proposition B",0635,1326,706,2032,3280,61.95%,696,914,1610
"City of Houston, Proposition B",0637,739,509,1248,2471,50.51%,699,246,945
"City of Houston, Proposition B",0638,740,684,1424,2078,68.53%,744,202,946
"City of Houston, Proposition B",0639,0,5,5,0,0.00%,2,0,2
"City of Houston, Proposition B",0645,1639,895,2534,4035,62.80%,1407,588,1995
"City of Houston, Proposition B",0647,134,97,231,352,65.63%,105,67,172
"City of Houston, Proposition B",0649,1389,854,2243,4426,50.68%,1092,471,1563
"City of Houston, Proposition B",0650,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0652,1049,653,1702,2633,64.64%,896,337,1233
"City of Houston, Proposition B",0653,0,8,8,0,0.00%,6,1,7
"City of Houston, Proposition B",0654,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0655,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0656,1139,391,1530,2371,64.53%,576,257,833
"City of Houston, Proposition B",0659,126,35,161,220,73.18%,46,68,114
"City of Houston, Proposition B",0661,0,3,3,0,0.00%,2,0,2
"City of Houston, Proposition B",0663,1302,913,2215,3232,68.53%,1243,685,1928
"City of Houston, Proposition B",0666,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0670,1566,518,2084,2952,70.60%,715,1070,1785
"City of Houston, Proposition B",0674,20,3,23,26,88.46%,5,12,17
"City of Houston, Proposition B",0675,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0676,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0677,220,239,459,954,48.11%,263,104,367
"City of Houston, Proposition B",0678,297,154,461,756,60.98%,223,162,385
"City of Houston, Proposition B",0680,56,22,78,181,43.09%,57,11,68
"City of Houston, Proposition B",0681,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition B",0683,48,50,98,261,37.55%,61,23,84
"City of Houston, Proposition B",0684,72,24,96,187,51.34%,53,25,78
"City of Houston, Proposition B",0685,167,29,196,326,60.12%,101,48,149
"City of Houston, Proposition B",0686,45,34,80,196,40.82%,44,18,62
"City of Houston, Proposition B",0689,498,647,1145,2254,50.80%,505,288,793
"City of Houston, Proposition B",0691,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0693,303,116,419,651,64.36%,234,95,329
"City of Houston, Proposition B",0694,420,137,557,817,68.18%,253,207,460
"City of Houston, Proposition B",0698,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0699,1031,566,1597,2288,69.80%,762,523,1285
"City of Houston, Proposition B",0701,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0702,150,123,273,549,49.73%,134,55,189
"City of Houston, Proposition B",0705,82,57,139,245,56.73%,45,20,65
"City of Houston, Proposition B",0706,222,135,357,529,67.49%,198,88,286
"City of Houston, Proposition B",0707,284,135,420,707,59.41%,230,125,355
"City of Houston, Proposition B",0710,877,602,1479,2023,73.11%,963,322,1285
"City of Houston, Proposition B",0711,1492,701,2193,3351,65.44%,1138,664,1802
"City of Houston, Proposition B",0714,62,3,65,269,24.16%,22,30,52
"City of Houston, Proposition B",0715,405,326,731,1380,52.97%,342,203,545
"City of Houston, Proposition B",0718,1842,1019,2861,4050,70.64%,1257,1045,2302
"City of Houston, Proposition B",0719,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0721,1334,637,1971,2842,69.35%,852,770,1622
"City of Houston, Proposition B",0722,1892,642,2534,4357,58.16%,1367,438,1805
"City of Houston, Proposition B",0724,325,170,495,716,69.13%,201,196,397
"City of Houston, Proposition B",0725,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0727,931,466,1397,2488,56.15%,808,254,1062
"City of Houston, Proposition B",0728,343,208,551,881,62.54%,285,166,451
"City of Houston, Proposition B",0730,800,437,1237,1630,75.89%,669,342,1011
"City of Houston, Proposition B",0731,121,36,157,373,42.09%,90,32,122
"City of Houston, Proposition B",0732,701,543,1244,1895,65.65%,588,396,984
"City of Houston, Proposition B",0734,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0736,6,1,7,21,33.33%,4,2,6
"City of Houston, Proposition B",0738,353,152,505,954,52.94%,236,87,323
"City of Houston, Proposition B",0740,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0741,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0742,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0744,848,509,1357,2024,67.05%,637,475,1112
"City of Houston, Proposition B",0745,1066,542,1608,2396,67.11%,767,524,1291
"City of Houston, Proposition B",0746,230,151,381,707,53.89%,187,84,271
"City of Houston, Proposition B",0748,286,201,487,862,56.50%,251,115,366
"City of Houston, Proposition B",0749,99,57,156,359,43.45%,75,28,103
"City of Houston, Proposition B",0754,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0755,1048,895,1944,3569,54.47%,1008,459,1467
"City of Houston, Proposition B",0758,1996,783,2779,3781,73.50%,945,1310,2255
"City of Houston, Proposition B",0760,2346,647,2993,4154,72.05%,967,1521,2488
"City of Houston, Proposition B",0761,917,219,1136,1464,77.60%,565,394,959
"City of Houston, Proposition B",0762,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0763,255,308,563,1184,47.55%,283,118,401
"City of Houston, Proposition B",0764,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0765,1390,815,2205,3967,55.58%,1134,517,1651
"City of Houston, Proposition B",0766,71,92,163,383,42.56%,93,24,117
"City of Houston, Proposition B",0767,20,15,35,90,38.89%,12,13,25
"City of Houston, Proposition B",0769,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0772,6,0,6,0,0.00%,3,1,4
"City of Houston, Proposition B",0773,277,209,486,917,53.00%,226,77,303
"City of Houston, Proposition B",0774,116,74,190,301,63.12%,104,33,137
"City of Houston, Proposition B",0775,33,1,34,83,40.96%,17,5,22
"City of Houston, Proposition B",0776,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0778,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0779,270,216,486,1055,46.07%,228,110,338
"City of Houston, Proposition B",0780,6,7,13,20,65.00%,4,5,9
"City of Houston, Proposition B",0781,1152,655,1807,3716,48.63%,824,394,1218
"City of Houston, Proposition B",0782,1,0,1,0,0.00%,0,0,0
"City of Houston, Proposition B",0784,428,156,584,1071,54.53%,213,88,301
"City of Houston, Proposition B",0787,154,76,230,487,47.23%,112,56,168
"City of Houston, Proposition B",0788,156,58,214,481,44.49%,112,50,162
"City of Houston, Proposition B",0789,3,1,4,4,100.00%,4,0,4
"City of Houston, Proposition B",0790,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0791,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0793,318,153,471,976,48.26%,199,154,353
"City of Houston, Proposition B",0794,471,395,866,2136,40.54%,469,104,573
"City of Houston, Proposition B",0795,265,255,520,1207,43.08%,291,99,390
"City of Houston, Proposition B",0797,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0798,176,263,439,496,88.51%,230,125,355
"City of Houston, Proposition B",0799,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0801,68,55,123,253,48.62%,64,21,85
"City of Houston, Proposition B",0802,98,58,156,299,52.17%,114,23,137
"City of Houston, Proposition B",0804,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0806,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0807,652,402,1054,2001,52.67%,640,139,779
"City of Houston, Proposition B",0808,41,26,67,84,79.76%,45,13,58
"City of Houston, Proposition B",0809,21,6,27,86,31.40%,6,7,13
"City of Houston, Proposition B",0810,30,48,78,215,36.28%,42,4,46
"City of Houston, Proposition B",0811,39,106,145,271,53.51%,84,26,110
"City of Houston, Proposition B",0812,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0813,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0814,527,141,668,1060,63.02%,351,74,425
"City of Houston, Proposition B",0815,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0816,20,13,33,76,43.42%,12,7,19
"City of Houston, Proposition B",0818,134,101,235,527,44.59%,114,58,172
"City of Houston, Proposition B",0819,97,45,142,238,59.66%,69,48,117
"City of Houston, Proposition B",0820,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0821,354,203,557,1206,46.19%,288,90,378
"City of Houston, Proposition B",0822,584,282,866,1544,56.09%,409,152,561
"City of Houston, Proposition B",0823,359,157,516,789,65.40%,241,101,342
"City of Houston, Proposition B",0824,86,53,139,289,48.10%,64,35,99
"City of Houston, Proposition B",0825,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0828,153,89,242,342,70.78%,137,77,214
"City of Houston, Proposition B",0827,8,8,14,28,50.00%,8,4,10
"City of Houston, Proposition B",0829,107,58,183,288,81.28%,95,25,120
"City of Houston, Proposition B",0830,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",0831,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0833,8,1,9,20,45.00%,3,2,5
"City of Houston, Proposition B",0835,87,53,140,292,47.95%,84,18,100
"City of Houston, Proposition B",0838,8,3,11,19,57.89%,9,1,10
"City of Houston, Proposition B",0837,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0839,353,240,593,1122,52.85%,357,100,457
"City of Houston, Proposition B",0840,51,17,88,138,49.28%,28,23,49
"City of Houston, Proposition B",0841,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0842,715,504,1219,2284,53.84%,848,279,925
"City of Houston, Proposition B",0843,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition B",0844,2,4,8,13,48.15%,5,0,5
"City of Houston, Proposition B",0845,85,8,93,100,93.00%,33,18,51
"City of Houston, Proposition B",0848,70,29,99,210,47.14%,52,12,84
"City of Houston, Proposition B",0847,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0848,782,431,1213,1873,84.78%,839,332,971
"City of Houston, Proposition B",0849,553,514,1087,2073,51.47%,525,288,791
"City of Houston, Proposition B",0850,87,38,125,205,80.98%,53,45,98
"City of Houston, Proposition B",0852,0,4,4,2,200.00%,1,1,2
"City of Houston, Proposition B",0854,41,30,71,175,40.57%,40,8,48
"City of Houston, Proposition B",0858,0,4,4,0,0.00%,2,1,3
"City of Houston, Proposition B",0857,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",0858,132,18,150,372,40.32%,71,25,98
"City of Houston, Proposition B",0859,309,201,510,880,59.30%,228,128,358
"City of Houston, Proposition B",0880,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0881,21,5,28,91,28.57%,13,4,17
"City of Houston, Proposition B",0882,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0883,210,89,279,820,45.00%,117,51,188
"City of Houston, Proposition B",0885,9,2,11,23,47.83%,3,8,9
"City of Houston, Proposition B",0888,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0867,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0869,153,76,229,473,48.41%,115,28,143
"City of Houston, Proposition B",0870,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0871,3,0,3,4,75.00%,3,0,3
"City of Houston, Proposition B",0872,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0873,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0880,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0886,301,154,455,713,63.81%,317,77,394
"City of Houston, Proposition B",0887,138,83,221,313,70.61%,150,37,187
"City of Houston, Proposition B",0889,22,0,22,61,36.07%,17,2,19
"City of Houston, Proposition B",0890,319,118,437,994,43.96%,295,58,353
"City of Houston, Proposition B",0891,539,392,931,1413,65.89%,533,233,766
"City of Houston, Proposition B",0892,193,130,323,696,46.41%,201,48,249
"City of Houston, Proposition B",0893,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition B",0894,0,31,31,0,0.00%,18,8,26
"City of Houston, Proposition B",0895,335,325,660,784,84.18%,491,109,600
"City of Houston, Proposition B",0896,670,303,973,1437,67.71%,700,171,871
"City of Houston, Proposition B",0899,4,0,4,8,50.00%,3,1,4
"City of Houston, Proposition B",0900,5,0,5,12,41.67%,2,1,3
"City of Houston, Proposition B",0902,865,621,1486,2065,71.96%,849,433,1282
"City of Houston, Proposition B",0903,10,1,11,41,26.83%,8,3,11
"City of Houston, Proposition B",0904,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0905,290,168,458,908,50.44%,234,117,351
"City of Houston, Proposition B",0909,5,7,12,19,63.16%,8,3,11
"City of Houston, Proposition B",0910,55,34,89,226,39.38%,44,27,71
"City of Houston, Proposition B",0917,280,137,417,481,86.69%,206,155,361
"City of Houston, Proposition B",0918,489,135,624,883,70.67%,293,230,523
"City of Houston, Proposition B",0922,0,2,2,0,0.00%,1,1,2
"City of Houston, Proposition B",0924,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0925,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0927,84,74,158,262,60.31%,89,45,134
"City of Houston, Proposition B",0928,4,2,6,9,66.67%,5,1,6
"City of Houston, Proposition B",0929,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0930,200,77,277,567,48.85%,126,51,177
"City of Houston, Proposition B",0931,48,53,101,122,82.79%,88,23,89
"City of Houston, Proposition B",0932,0,5,5,0,0.00%,5,0,5
"City of Houston, Proposition B",0933,233,121,354,588,82.54%,208,79,285
"City of Houston, Proposition B",0935,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0938,73,14,87,258,33.98%,44,21,85
"City of Houston, Proposition B",0940,1,0,1,13,7.89%,1,0,1
"City of Houston, Proposition B",0941,13,9,22,25,88.00%,8,9,17
"City of Houston, Proposition B",0942,88,24,92,159,57.88%,49,32,81
"City of Houston, Proposition B",0943,298,83,359,538,88.98%,202,82,284
"City of Houston, Proposition B",0944,30,8,38,39,92.31%,23,8,31
"City of Houston, Proposition B",0945,4,7,11,18,88.75%,5,0,5
"City of Houston, Proposition B",0948,3,3,8,14,42.88%,2,1,3
"City of Houston, Proposition B",0947,320,292,812,822,74.45%,331,191,522
"City of Houston, Proposition B",0948,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0949,59,37,98,201,47.78%,59,22,81
"City of Houston, Proposition B",0950,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0952,24,18,40,70,57.14%,21,15,38
"City of Houston, Proposition B",0953,59,52,111,420,28.43%,81,21,82
"City of Houston, Proposition B",0954,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0955,5,20,25,18,138.89%,8,10,18
"City of Houston, Proposition B",0958,5,2,7,12,58.33%,3,2,5
"City of Houston, Proposition B",0958,1,0,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0959,0,4,4,0,0.00%,2,1,3
"City of Houston, Proposition B",0980,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0982,24,13,37,73,50.88%,30,3,33
"City of Houston, Proposition B",0983,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0984,142,85,207,225,92.00%,89,70,159
"City of Houston, Proposition B",0985,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0988,305,180,485,1073,43.34%,228,110,338
"City of Houston, Proposition B",0989,335,82,417,584,71.40%,175,92,287
"City of Houston, Proposition B",0970,212,78,288,704,40.91%,138,39,177
"City of Houston, Proposition B",0971,27,21,48,129,37.21%,24,5,29
"City of Houston, Proposition B",0972,10,7,17,29,58.82%,10,3,13
"City of Houston, Proposition B",0973,49,24,73,107,88.22%,42,22,84
"City of Houston, Proposition B",0974,100,71,171,299,57.19%,84,62,146
"City of Houston, Proposition B",0975,72,41,113,170,66.47%,64,32,96
"City of Houston, Proposition B",0976,0,1,7,1,7,0,0.00%,6,5,1,1
"City of Houston, Proposition B",0981,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0982,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0984,43,49,92,198,46.46%,57,8,65
"City of Houston, Proposition B",0985,172,67,239,336,71.13%,131,67,198
"City of Houston, Proposition B",0986,129,86,215,404,53.22%,114,25,139
"City of Houston, Proposition B",0987,465,191,656,1138,57.64%,302,111,413
"City of Houston, Proposition B",0989,18,8,26,36,72.22%,13,5,18
"City of Houston, Proposition B",0990,37,15,52,154,33.77%,24,7,31
"City of Houston, Proposition B",0994,6,5,11,8,137.50%,5,3,8
"City of Houston, Proposition B",0995,596,190,786,1269,61.94%,389,151,540
"City of Houston, Proposition B",1000,105,0,105,458,22.93%,56,11,67
"City of Houston, Proposition B",1001,496,294,790,1566,50.45%,379,130,509
"City of Houston, Proposition B",1002,464,314,778,1738,44.76%,436,100,536
"City of Houston, Proposition B",1003,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",1004,224,153,377,656,57.47%,181,134,315
"City of Houston, Proposition B",1006,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1010,124,74,198,317,62.46%,100,58,158
"City of Houston, Proposition B",1011,12,3,15,29,51.72%,5,7,12
"City of Houston, Proposition B",1019,426,4,430,1518,28.33%,216,51,267
"City of Houston, Proposition B",1020,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",1,021,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1024,113,77,190,259,73.36%,112,63,175
"City of Houston, Proposition B",1026,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1027,0,1,1,1,100.00%,1,0,1
"City of Houston, Proposition B",1030,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1033,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1034,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",1037,27,16,43,73,58.90%,12,22,34
"City of Houston, Proposition B",1038,94,10,104,156,66.67%,42,14,56
"City of Houston, Proposition B",1039,3,5,8,20,40.00%,6,1,7
"City of Houston, Proposition B",1040,43,45,88,159,55.35%,48,21,69
"City of Houston, Proposition B",1041,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1046,19,18,37,54,68.52%,20,5,25
"City of Houston, Proposition B",1047,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition B",1048,3,1,4,18,22.22%,1,1,2
"City of Houston, Proposition B",1049,57,71,128,266,48.12%,68,30,98
"City of Houston, Proposition B",1050,148,153,301,506,59.49%,139,82,221
"City of Houston, Proposition B",1,051,0,1,2,1,2,0,0.00%,7,4,1,1
"City of Houston, Proposition B",1052,0,2,2,0,0.00%,2,0,2
"City of Houston, Proposition B",1054,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition B",1055,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1056,4,0,4,6,66.67%,3,0,3
"City of Houston, Proposition B",1057,34,7,41,115,35.65%,20,5,25
"City of Houston, Proposition B",1058,540,246,786,1190,66.05%,377,220,597
"City of Houston, Proposition B",1059,7,3,10,23,43.48%,6,3,9
"City of Houston, Proposition B",1060,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",1064,45,1,46,120,38.33%,21,15,36
"City of Houston, Proposition B",Totals:,359002,206739,565741,942081,,296642,139194,435836
