Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0439,1526,905,2431,3416,71.17%,780,1197,1977
"City of Houston, Proposition E",0440,0,6,6,0,0.00%,4,1,5
"City of Houston, Proposition E",0441,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition E",0443,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0444,1258,731,1989,3172,62.70%,625,963,1588
"City of Houston, Proposition E",0445,860,443,1303,1938,67.23%,470,599,1069
"City of Houston, Proposition E",0446,70,52,122,268,45.52%,49,50,99
"City of Houston, Proposition E",0447,271,108,379,583,65.01%,186,116,302
"City of Houston, Proposition E",0448,1239,869,2108,3081,68.42%,670,1097,1767
"City of Houston, Proposition E",0449,62,37,99,164,60.37%,46,9,55
"City of Houston, Proposition E",0450,856,537,1393,2622,53.13%,687,393,1080
"City of Houston, Proposition E",0452,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0453,559,475,1034,1885,54.85%,458,289,747
"City of Houston, Proposition E",0454,1226,311,1537,2571,59.78%,592,226,818
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0455,748,216,964,1679,57.42%,431,134,565
"City of Houston, Proposition E",0457,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0458,908,271,1179,1893,62.28%,600,225,825
"City of Houston, Proposition E",0459,1637,476,2113,2950,71.63%,465,1290,1755
"City of Houston, Proposition E",0460,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0461,1958,828,2786,3733,74.63%,989,1264,2253
"City of Houston, Proposition E",0462,1111,731,1842,2761,66.71%,775,691,1466
"City of Houston, Proposition E",0453,611,337,948,1705,55.60%,419,310,729
"City of Houston, Proposition E",0469,2039,638,2677,3779,70.84%,640,1495,2135
"City of Houston, Proposition E",0472,370,337,707,1027,68.84%,359,245,604
"City of Houston, Proposition E",0473,914,442,1356,1827,74.22%,441,683,1124
"City of Houston, Proposition E",0475,196,286,482,850,56.71%,190,154,344
"City of Houston, Proposition E",0476,354,351,705,1224,57.60%,266,275,541
"City of Houston, Proposition E",0477,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0478,397,124,521,826,63.08%,181,164,345
"City of Houston, Proposition E",0483,1868,759,2627,4141,63.44%,1083,986,2069
"City of Houston, Proposition E",0487,1005,612,1617,3318,48.73%,665,322,987
"City of Houston, Proposition E",0488,580,440,1020,1713,59.54%,425,293,718
"City of Houston, Proposition E",0489,783,378,1161,1823,63.69%,544,374,918
"City of Houston, Proposition E",0490,876,439,1315,1944,67.64%,599,442,1041
"City of Houston, Proposition E",0491,667,489,1156,1782,64.87%,435,478,913
"City of Houston, Proposition E",0492,1069,504,1573,2351,66.91%,618,646,1264
"City of Houston, Proposition E",0493,858,400,1258,1804,69.73%,380,677,1057
"City of Houston, Proposition E",0496,0,11,11,0,0.00%,3,3,6
"City of Houston, Proposition E",0497,882,165,1047,1492,70.17%,405,182,587
"City of Houston, Proposition E",0498,759,499,1258,2123,59.26%,545,411,956
"City of Houston, Proposition E",0499,1301,517,1818,2304,78.91%,536,1001,1537
"City of Houston, Proposition E",0501,653,487,1140,1647,69.22%,499,458,957
"City of Houston, Proposition E",0503,359,273,632,1363,46.37%,256,133,389
"City of Houston, Proposition E",0504,1129,538,1667,2197,75.88%,527,885,1412
"City of Houston, Proposition E",0505,1209,829,2038,3654,55.77%,834,804,1638
"City of Houston, Proposition E",0506,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0507,582,385,967,2435,39.71%,406,118,524
"City of Houston, Proposition E",0508,946,760,1706,3248,52.52%,649,417,1066
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0510,1492,682,2174,3511,61.92%,896,758,1654
"City of Houston, Proposition E",0516,160,86,246,399,61.65%,101,63,164
"City of Houston, Proposition E",0517,1,0,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0520,0,494,494,0,0.00%,239,62,301
"City of Houston, Proposition E",0521,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0523,3,0,3,0,0.00%,0,1,1
"City of Houston, Proposition E",0525,1380,610,1990,2947,67.53%,990,467,1457
"City of Houston, Proposition E",0526,167,171,338,731,46.24%,152,85,237
"City of Houston, Proposition E",0527,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition E",0528,36,12,48,92,52.17%,19,6,25
"City of Houston, Proposition E",0530,259,235,494,1196,41.30%,202,125,327
"City of Houston, Proposition E",0536,1332,1195,2527,4576,55.22%,1091,778,1869
"City of Houston, Proposition E",0538,433,237,670,1282,52.26%,314,110,424
"City of Houston, Proposition E",0539,26,209,235,71,330.99%,117,46,163
"City of Houston, Proposition E",0540,666,380,1046,1491,70.15%,544,335,879
"City of Houston, Proposition E",0541,1824,779,2603,4183,62.23%,1432,522,1954
"City of Houston, Proposition E",0542,997,501,1498,2525,59.33%,771,261,1032
"City of Houston, Proposition E",0543,287,378,665,1528,43.52%,303,208,511
"City of Houston, Proposition E",0544,92,53,145,318,45.60%,62,33,95
"City of Houston, Proposition E",0545,11,1,12,23,52.17%,4,4,8
"City of Houston, Proposition E",0546,4,4,8,30,26.67%,3,4,7
"City of Houston, Proposition E",0552,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0554,562,340,902,1731,52.11%,441,158,599
"City of Houston, Proposition E",0555,597,447,1044,2119,49.27%,520,184,704
"City of Houston, Proposition E",0556,584,421,1005,2249,44.69%,484,190,674
"City of Houston, Proposition E",0557,822,556,1378,2726,50.55%,579,305,884
"City of Houston, Proposition E",0558,1078,584,1662,2751,60.41%,701,523,1224
"City of Houston, Proposition E",0559,1787,899,2686,4633,57.98%,1415,603,2018
"City of Houston, Proposition E",0560,172,289,461,1176,39.20%,209,97,306
"City of Houston, Proposition E",0562,201,146,347,645,53.80%,152,60,212
"City of Houston, Proposition E",0563,1699,415,2114,2969,71.20%,491,1203,1694
"City of Houston, Proposition E",0564,1150,713,1863,3096,60.17%,976,515,1491
"City of Houston, Proposition E",0565,315,194,509,1373,37.07%,244,80,324
"City of Houston, Proposition E",0566,1122,478,1600,2950,54.24%,808,357,1165
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0567,672,394,1066,2198,48.50%,446,211,657
"City of Houston, Proposition E",0568,1628,837,2465,3487,70.69%,796,1173,1969
"City of Houston, Proposition E",0569,1294,865,2159,3249,66.45%,826,888,1714
"City of Houston, Proposition E",0570,525,409,934,1473,63.41%,417,324,741
"City of Houston, Proposition E",0571,75,128,203,373,54.42%,90,48,138
"City of Houston, Proposition E",0572,1248,572,1820,2941,61.88%,805,596,1401
"City of Houston, Proposition E",0573,577,368,945,1618,58.41%,460,136,596
"City of Houston, Proposition E",0574,98,79,177,391,45.27%,78,24,102
"City of Houston, Proposition E",0576,1050,552,1602,2671,59.98%,744,288,1032
"City of Houston, Proposition E",0577,231,113,344,573,60.03%,141,150,291
"City of Houston, Proposition E",0578,745,553,1298,1689,76.85%,411,704,1115
"City of Houston, Proposition E",0579,487,351,838,1806,46.40%,375,208,583
"City of Houston, Proposition E",0580,429,146,575,1027,55.99%,265,93,358
"City of Houston, Proposition E",0581,510,162,672,1041,64.55%,292,108,400
"City of Houston, Proposition E",0582,614,256,870,1613,53.94%,328,153,481
"City of Houston, Proposition E",0583,544,127,671,1248,53.77%,289,84,373
"City of Houston, Proposition E",0584,379,130,509,883,57.64%,191,78,269
"City of Houston, Proposition E",0585,934,304,1238,2403,51.52%,534,191,725
"City of Houston, Proposition E",0589,322,229,551,932,59.12%,216,196,412
"City of Houston, Proposition E",0590,1158,463,1621,2136,75.89%,399,944,1343
"City of Houston, Proposition E",0593,112,125,237,615,38.54%,99,84,183
"City of Houston, Proposition E",0594,756,435,1191,1777,67.02%,553,380,933
"City of Houston, Proposition E",0595,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0597,81,54,135,178,75.84%,81,11,92
"City of Houston, Proposition E",0598,50,39,89,154,57.79%,20,40,60
"City of Houston, Proposition E",0599,5,0,5,16,31.25%,2,2,4
"City of Houston, Proposition E",0600,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0603,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition E",0604,29,9,38,64,59.38%,8,28,36
"City of Houston, Proposition E",0605,0,3,3,0,0.00%,1,0,1
"City of Houston, Proposition E",0606,420,122,542,1053,51.47%,262,75,337
"City of Houston, Proposition E",0607,194,118,312,731,42.68%,160,33,193
"City of Houston, Proposition E",0608,68,48,116,252,46.03%,48,41,89
"City of Houston, Proposition E",0610,403,398,801,1825,43.89%,335,260,595
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0611,1120,301,1421,2450,58.00%,511,197,708
"City of Houston, Proposition E",0612,1700,579,2279,3272,69.65%,563,1307,1870
"City of Houston, Proposition E",0620,2382,856,3238,5271,61.43%,1215,1208,2423
"City of Houston, Proposition E",0621,395,203,599,1171,51.15%,243,217,460
"City of Houston, Proposition E",0622,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0624,7,0,7,12,58.33%,3,3,6
"City of Houston, Proposition E",0625,862,454,1316,1796,73.27%,463,613,1076
"City of Houston, Proposition E",0626,1148,655,1803,2838,63.53%,705,677,1382
"City of Houston, Proposition E",0627,793,645,1438,2956,48.65%,609,385,994
"City of Houston, Proposition E",0628,292,456,748,1600,46.75%,331,266,597
"City of Houston, Proposition E",0629,175,127,302,629,48.01%,161,34,195
"City of Houston, Proposition E",0630,228,69,297,404,73.51%,156,73,229
"City of Houston, Proposition E",0631,3,0,3,0,0.00%,2,1,3
"City of Houston, Proposition E",0632,12,9,21,231,9.09%,12,3,15
"City of Houston, Proposition E",0633,0,5,5,0,0.00%,1,2,3
"City of Houston, Proposition E",0635,1326,706,2032,3280,61.95%,478,1123,1601
"City of Houston, Proposition E",0637,739,509,1248,2471,50.51%,577,357,934
"City of Houston, Proposition E",0638,740,684,1424,2078,68.53%,739,182,921
"City of Houston, Proposition E",0639,0,5,5,0,0.00%,1,1,2
"City of Houston, Proposition E",0645,1639,895,2534,4035,62.80%,1048,896,1944
"City of Houston, Proposition E",0647,134,97,231,352,65.63%,84,85,169
"City of Houston, Proposition E",0649,1389,854,2243,4426,50.68%,1022,527,1549
"City of Houston, Proposition E",0650,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0652,1049,653,1702,2633,64.64%,836,371,1207
"City of Houston, Proposition E",0653,0,8,8,0,0.00%,5,2,7
"City of Houston, Proposition E",0654,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0655,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0656,1139,391,1530,2371,64.53%,569,246,815
"City of Houston, Proposition E",0659,126,35,161,220,73.18%,27,89,116
"City of Houston, Proposition E",0661,0,3,3,0,0.00%,1,1,2
"City of Houston, Proposition E",0663,1302,913,2215,3232,68.53%,776,1088,1864
"City of Houston, Proposition E",0666,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition E",0670,1566,518,2084,2952,70.60%,498,1272,1770
"City of Houston, Proposition E",0674,20,3,23,26,88.46%,1,17,18
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0675,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0676,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0677,220,239,459,954,48.11%,206,150,356
"City of Houston, Proposition E",0678,297,154,461,756,60.98%,156,231,387
"City of Houston, Proposition E",0680,56,22,78,181,43.09%,29,33,62
"City of Houston, Proposition E",0681,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition E",0683,48,50,98,261,37.55%,51,29,80
"City of Houston, Proposition E",0684,72,24,96,187,51.34%,36,37,73
"City of Houston, Proposition E",0685,167,29,196,326,60.12%,78,69,147
"City of Houston, Proposition E",0686,45,34,80,196,40.82%,35,21,56
"City of Houston, Proposition E",0689,498,647,1145,2254,50.80%,439,342,781
"City of Houston, Proposition E",0691,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0693,303,116,419,651,64.36%,193,128,321
"City of Houston, Proposition E",0694,420,137,557,817,68.18%,178,274,452
"City of Houston, Proposition E",0698,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0699,1031,566,1597,2288,69.80%,563,709,1272
"City of Houston, Proposition E",0701,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0702,150,123,273,549,49.73%,140,48,188
"City of Houston, Proposition E",0705,82,57,139,245,56.73%,51,19,70
"City of Houston, Proposition E",0706,222,135,357,529,67.49%,162,118,280
"City of Houston, Proposition E",0707,284,135,420,707,59.41%,170,179,349
"City of Houston, Proposition E",0710,877,602,1479,2023,73.11%,577,662,1239
"City of Houston, Proposition E",0711,1492,701,2193,3351,65.44%,737,1009,1746
"City of Houston, Proposition E",0714,62,3,65,269,24.16%,14,36,50
"City of Houston, Proposition E",0715,405,326,731,1380,52.97%,296,251,547
"City of Houston, Proposition E",0718,1842,1019,2861,4050,70.64%,903,1372,2275
"City of Houston, Proposition E",0719,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0721,1334,637,1971,2842,69.35%,604,1018,1622
"City of Houston, Proposition E",0722,1892,642,2534,4357,58.16%,1327,435,1762
"City of Houston, Proposition E",0724,325,170,495,716,69.13%,158,238,396
"City of Houston, Proposition E",0725,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0727,931,466,1397,2488,56.15%,696,338,1034
"City of Houston, Proposition E",0728,343,208,551,881,62.54%,218,234,452
"City of Houston, Proposition E",0730,800,437,1237,1630,75.89%,438,556,994
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0731,121,36,157,373,42.09%,79,37,116
"City of Houston, Proposition E",0732,701,543,1244,1895,65.65%,434,541,975
"City of Houston, Proposition E",0734,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0736,6,1,7,21,33.33%,5,0,5
"City of Houston, Proposition E",0738,353,152,505,954,52.94%,238,90,328
"City of Houston, Proposition E",0740,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0741,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0742,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0744,848,509,1357,2024,67.05%,452,655,1107
"City of Houston, Proposition E",0745,1066,542,1608,2396,67.11%,553,722,1275
"City of Houston, Proposition E",0746,230,151,381,707,53.89%,157,112,269
"City of Houston, Proposition E",0748,286,201,487,862,56.50%,211,157,368
"City of Houston, Proposition E",0749,99,57,156,359,43.45%,70,32,102
"City of Houston, Proposition E",0754,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0755,1048,895,1944,3569,54.47%,834,630,1464
"City of Houston, Proposition E",0758,1996,783,2779,3781,73.50%,609,1627,2236
"City of Houston, Proposition E",0760,2346,647,2993,4154,72.05%,604,1858,2462
"City of Houston, Proposition E",0761,917,219,1136,1464,77.60%,365,567,932
"City of Houston, Proposition E",0762,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0763,255,308,563,1184,47.55%,252,155,407
"City of Houston, Proposition E",0764,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0765,1390,815,2205,3967,55.58%,946,688,1634
"City of Houston, Proposition E",0766,71,92,163,383,42.56%,74,43,117
"City of Houston, Proposition E",0767,20,15,35,90,38.89%,13,13,26
"City of Houston, Proposition E",0769,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0772,6,0,6,0,0.00%,3,1,4
"City of Houston, Proposition E",0773,277,209,486,917,53.00%,208,92,300
"City of Houston, Proposition E",0774,116,74,190,301,63.12%,112,23,135
"City of Houston, Proposition E",0775,33,1,34,83,40.96%,20,2,22
"City of Houston, Proposition E",0776,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0778,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0779,270,21,e,486,1055,46.07%,198,138,336
"City of Houston, Proposition E",0780,6,7,13,20,65.00%,4,5,9
"City of Houston, Proposition E",0781,1152,655,1807,3716,48.63%,676,516,1192
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0782,1,0,1,0,0.00%,0,0,0
"City of Houston, Proposition E",0784,428,156,584,1071,54.53%,214,74,288
"City of Houston, Proposition E",0787,154,76,230,487,47.23%,91,75,166
"City of Houston, Proposition E",0788,156,58,214,481,44.49%,105,58,163
"City of Houston, Proposition E",0789,3,1,4,4,100.00%,3,1,4
"City of Houston, Proposition E",0790,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0791,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0793,318,153,471,976,48.26%,171,184,355
"City of Houston, Proposition E",0794,471,395,866,2136,40.54%,468,109,577
"City of Houston, Proposition E",0795,265,255,520,1207,43.08%,230,154,384
"City of Houston, Proposition E",0797,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0798,176,263,439,496,88.51%,174,169,343
"City of Houston, Proposition E",0799,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0801,68,55,123,253,48.62%,51,33,84
"City of Houston, Proposition E",0802,98,58,156,299,52.17%,93,40,133
"City of Houston, Proposition E",0804,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0806,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0807,652,402,1054,2001,52.67%,613,158,771
"City of Houston, Proposition E",0808,41,26,67,84,79.76%,27,30,57
"City of Houston, Proposition E",0809,21,6,27,86,31.40%,9,5,14
"City of Houston, Proposition E",0810,30,48,78,215,36.28%,38,9,47
"City of Houston, Proposition E",0811,39,106,145,271,53.51%,70,36,106
"City of Houston, Proposition E",0812,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0813,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0814,527,141,668,1060,63.02%,309,105,414
"City of Houston, Proposition E",0815,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0816,20,13,33,76,43.42%,8,12,20
"City of Houston, Proposition E",0818,134,101,235,527,44.59%,104,65,169
"City of Houston, Proposition E",0819,97,45,142,238,59.66%,47,64,111
"City of Houston, Proposition E",0820,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0821,354,203,557,1206,46.19%,288,92,380
"City of Houston, Proposition E",0822,584,282,866,1544,56.09%,409,142,551
"City of Houston, Proposition E",0823,359,157,516,789,65.40%,236,99,335
"City of Houston, Proposition E",0824,86,53,139,289,48.10%,57,41,98
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0825,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0826,153,89,242,342,70.76%,95,116,211
"City of Houston, Proposition E",0827,8,6,14,28,50.00%,7,3,10
"City of Houston, Proposition E",0829,107,56,163,266,61.28%,86,30,116
"City of Houston, Proposition E",0830,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",0831,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0833,8,1,9,20,45.00%,2,2,4
"City of Houston, Proposition E",0835,87,53,140,292,47.95%,72,28,100
"City of Houston, Proposition E",0836,8,3,11,19,57.89%,9,1,10
"City of Houston, Proposition E",0837,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0839,353,240,593,1122,52.85%,309,134,443
"City of Houston, Proposition E",0840,51,17,68,138,49.28%,22,27,49
"City of Houston, Proposition E",0841,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0842,715,504,1219,2264,53.84%,533,373,906
"City of Houston, Proposition E",0843,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition E",0844,2,4,6,1,3,46.1,5%,3,1,4
"City of Houston, Proposition E",0845,85,8,93,100,93.00%,35,17,52
"City of Houston, Proposition E",0846,70,29,99,210,47.14%,49,10,59
"City of Houston, Proposition E",0847,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0848,782,431,1213,1873,64.76%,570,401,971
"City of Houston, Proposition E",0849,553,514,1067,2073,51.47%,437,339,776
"City of Houston, Proposition E",0850,87,38,125,205,60.98%,45,56,101
"City of Houston, Proposition E",0852,0,4,4,2,200.00%,1,0,1
"City of Houston, Proposition E",0854,41,30,71,175,40.57%,38,10,48
"City of Houston, Proposition E",0856,0,4,4,0,0.00%,1,1,2
"City of Houston, Proposition E",0857,0,0,0,1,0.00%,0,0,0
"City of Houston, Proposition E",0858,132,18,150,372,40.32%,70,25,95
"City of Houston, Proposition E",0859,309,201,510,860,59.30%,188,158,346
"City of Houston, Proposition E",0860,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition E",0861,21,5,26,91,28.57%,10,6,16
"City of Houston, Proposition E",0862,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0863,210,69,279,620,45.00%,122,46,168
"City of Houston, Proposition E",0865,9,2,11,23,47.83%,3,6,9
"City of Houston, Proposition E",0866,0,0,0,0,0.00%,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0867,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0869,153,76,229,473,48.41%,104,35,139
"City of Houston, Proposition E",0870,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0871,3,0,3,4,75.00%,3,0,3
"City of Houston, Proposition E",0872,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0873,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0880,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0886,301,154,455,713,63.81%,184,200,384
"City of Houston, Proposition E",0887,138,83,221,313,70.61%,78,100,178
"City of Houston, Proposition E",0889,22,0,22,61,36.07%,6,12,18
"City of Houston, Proposition E",0890,319,118,437,994,43.96%,227,119,346
"City of Houston, Proposition E",0891,539,392,931,1413,65.89%,421,329,750
"City of Houston, Proposition E",0892,193,130,323,696,46.41%,147,100,247
"City of Houston, Proposition E",0893,1,0,1,5,20.00%,0,0,0
"City of Houston, Proposition E",0894,0,31,31,0,0.00%,14,9,23
"City of Houston, Proposition E",0895,335,325,660,784,84.18%,364,214,578
"City of Houston, Proposition E",0896,670,303,973,1437,67.71%,530,319,849
"City of Houston, Proposition E",0899,4,0,4,8,50.00%,4,0,4
"City of Houston, Proposition E",0900,5,0,5,12,41.67%,1,2,3
"City of Houston, Proposition E",0902,865,621,1486,2065,71.96%,494,742,1236
"City of Houston, Proposition E",0903,10,1,11,41,26.83%,6,5,11
"City of Houston, Proposition E",0904,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0905,290,168,458,908,50.44%,181,169,350
"City of Houston, Proposition E",0909,5,7,12,19,63.16%,7,4,11
"City of Houston, Proposition E",0910,55,34,89,226,39.38%,39,32,71
"City of Houston, Proposition E",0917,280,137,417,481,86.69%,124,233,357
"City of Houston, Proposition E",0918,489,135,624,883,70.67%,175,341,516
"City of Houston, Proposition E",0922,0,2,2,0,0.00%,1,1,2
"City of Houston, Proposition E",0924,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0925,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0927,84,74,158,262,60.31%,54,76,130
"City of Houston, Proposition E",0928,4,2,6,9,66.67%,5,1,6
"City of Houston, Proposition E",0929,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0930,200,77,277,567,48.85%,129,48,177
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0931,48,53,101,122,82.79%,37,48,85
"City of Houston, Proposition E",0932,0,5,5,0,0.00%,4,1,5
"City of Houston, Proposition E",0933,233,121,354,588,82.54%,180,104,284
"City of Houston, Proposition E",0935,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0938,73,14,87,258,33.98%,44,24,88
"City of Houston, Proposition E",0940,1,0,1,13,7.89%,1,0,1
"City of Houston, Proposition E",0941,13,9,22,25,88.00%,4,13,17
"City of Houston, Proposition E",0942,88,24,92,159,57.88%,18,81,79
"City of Houston, Proposition E",0943,298,83,359,538,88.98%,153,127,280
"City of Houston, Proposition E",0944,30,8,38,39,92.31%,13,14,27
"City of Houston, Proposition E",0945,4,7,11,18,88.75%,8,0,8
"City of Houston, Proposition E",0948,3,3,8,14,42.88%,2,1,3
"City of Houston, Proposition E",0947,320,292,812,822,74.45%,202,298,500
"City of Houston, Proposition E",0948,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0949,59,37,98,201,47.78%,48,37,83
"City of Houston, Proposition E",0950,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0952,24,18,40,70,57.14%,13,23,38
"City of Houston, Proposition E",0953,59,52,111,420,28.43%,70,13,83
"City of Houston, Proposition E",0954,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0955,5,20,25,18,138.89%,5,9,14
"City of Houston, Proposition E",0958,5,2,7,12,58.33%,3,2,5
"City of Houston, Proposition E",0958,1,0,1,0,0.00%,0,1,1
"City of Houston, Proposition E",0959,0,4,4,0,0.00%,1,1,2
"City of Houston, Proposition E",0980,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0982,24,13,37,73,50.88%,24,8,32
"City of Houston, Proposition E",0983,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0984,142,85,207,225,92.00%,54,107,181
"City of Houston, Proposition E",0985,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0988,305,180,485,1073,43.34%,222,115,337
"City of Houston, Proposition E",0989,335,82,417,584,71.40%,180,88,288
"City of Houston, Proposition E",0970,212,78,288,704,40.91%,142,34,178
"City of Houston, Proposition E",0971,27,21,48,129,37.21%,27,4,31
"City of Houston, Proposition E",0972,10,7,17,29,58.82%,8,5,13
"City of Houston, Proposition E",0973,49,24,73,107,88.22%,31,29,80
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0974,100,71,171,299,57.19%,49,97,146
"City of Houston, Proposition E",0975,72,41,113,170,66.47%,40,54,94
"City of Houston, Proposition E",0976,0,1,7,1,7,0,0.00%,8,4,1,2
"City of Houston, Proposition E",0981,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0982,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0984,43,49,92,198,46.46%,58,7,65
"City of Houston, Proposition E",0985,172,67,239,336,71.13%,101,91,192
"City of Houston, Proposition E",0986,129,86,215,404,53.22%,109,29,138
"City of Houston, Proposition E",0987,465,191,656,1138,57.64%,316,104,420
"City of Houston, Proposition E",0989,18,8,26,36,72.22%,7,11,18
"City of Houston, Proposition E",0990,37,15,52,154,33.77%,24,8,32
"City of Houston, Proposition E",0994,6,5,11,8,137.50%,3,5,8
"City of Houston, Proposition E",0995,596,190,786,1269,61.94%,400,133,533
"City of Houston, Proposition E",1000,105,0,105,458,22.93%,48,19,67
