Page,Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Katherine McDaniel,DEM Hazel B. Jones,Totals
903,"District Judge, 174th Judicial District",0329,589,260,849,1621,52.38%,253,548,801
903,"District Judge, 174th Judicial District",0330,863,326,1189,2146,55.41%,517,603,1120
903,"District Judge, 174th Judicial District",0331,884,234,1118,1612,69.35%,678,376,1054
903,"District Judge, 174th Judicial District",0332,1355,503,1858,2926,63.50%,187,1590,1777
903,"District Judge, 174th Judicial District",0333,1385,942,2327,3296,70.60%,1600,597,2197
903,"District Judge, 174th Judicial District",0334,246,104,350,786,44.53%,56,279,335
903,"District Judge, 174th Judicial District",0335,489,293,782,1679,46.58%,193,533,726
903,"District Judge, 174th Judicial District",0336,2489,689,3178,4771,66.61%,308,2772,3080
903,"District Judge, 174th Judicial District",0337,367,155,522,1108,47.11%,72,418,490
903,"District Judge, 174th Judicial District",0338,1626,632,2258,5001,45.15%,570,1573,2143
903,"District Judge, 174th Judicial District",0339,704,303,1007,1909,52.75%,201,739,940
903,"District Judge, 174th Judicial District",0340,2040,654,2694,4012,67.15%,1867,683,2550
904,"District Judge, 174th Judicial District",0341,380,278,658,1372,47.96%,150,472,622
904,"District Judge, 174th Judicial District",0342,311,225,536,1092,49.08%,115,396,511
904,"District Judge, 174th Judicial District",0343,722,370,1092,2099,52.02%,199,816,1015
904,"District Judge, 174th Judicial District",0344,381,207,588,1225,48.00%,22,535,557
904,"District Judge, 174th Judicial District",0345,575,349,924,1945,47.51%,178,689,867
904,"District Judge, 174th Judicial District",0346,1,0,1,1,100.00%,0,0,0
904,"District Judge, 174th Judicial District",0347,1461,618,2079,3614,57.53%,1184,811,1995
904,"District Judge, 174th Judicial District",0348,830,242,1072,1796,59.69%,718,310,1028
904,"District Judge, 174th Judicial District",0349,458,369,827,1372,60.28%,481,313,794
904,"District Judge, 174th Judicial District",0350,1674,582,2256,3269,69.01%,778,1292,2070
904,"District Judge, 174th Judicial District",0351,2855,570,3425,4799,71.37%,2532,743,3275
904,"District Judge, 174th Judicial District",0352,2023,538,2561,4278,59.86%,1743,712,2455
904,"District Judge, 174th Judicial District",0353,1715,659,2374,4156,57.12%,388,1898,2286
904,"District Judge, 174th Judicial District",0354,1569,429,1998,3520,56.76%,443,1450,1893
904,"District Judge, 174th Judicial District",0355,821,239,1060,1714,61.84%,111,917,1028
904,"District Judge, 174th Judicial District",0356,1542,582,2124,3126,67.95%,1132,867,1999
904,"District Judge, 174th Judicial District",0357,1882,557,2439,3685,66.19%,1712,601,2313
904,"District Judge, 174th Judicial District",0358,775,376,1151,2634,43.70%,122,986,1108
904,"District Judge, 174th Judicial District",0359,803,496,1299,3320,39.13%,127,1133,1260
904,"District Judge, 174th Judicial District",0360,1858,597,2455,3309,74.19%,1124,1151,2275
904,"District Judge, 174th Judicial District",0361,323,688,1011,1808,55.92%,141,765,906
904,"District Judge, 174th Judicial District",0362,2865,553,3418,5161,66.23%,2341,925,3266
904,"District Judge, 174th Judicial District",0363,1826,635,2461,4160,59.16%,966,1417,2383
904,"District Judge, 174th Judicial District",0364,1190,528,1718,2827,60.77%,760,852,1612
904,"District Judge, 174th Judicial District",0365,827,174,1001,1348,74.26%,113,863,976
904,"District Judge, 174th Judicial District",0366,988,524,1512,2887,52.37%,322,1127,1449
904,"District Judge, 174th Judicial District",0367,453,204,657,1256,52.31%,149,477,626
904,"District Judge, 174th Judicial District",0368,433,122,555,1024,54.20%,139,395,534
904,"District Judge, 174th Judicial District",0369,132,29,161,678,23.75%,52,95,147
904,"District Judge, 174th Judicial District",0370,2525,627,3152,4531,69.57%,2219,797,3016
904,"District Judge, 174th Judicial District",0371,210,78,288,537,53.63%,11,272,283
904,"District Judge, 174th Judicial District",0372,509,180,689,1274,54.08%,73,594,667
904,"District Judge, 174th Judicial District",0373,61,13,74,163,45.40%,1,71,72
904,"District Judge, 174th Judicial District",0374,176,165,341,720,47.36%,84,240,324
905,"District Judge, 174th Judicial District",0375,745,510,1255,2836,44.25%,430,752,1182
905,"District Judge, 174th Judicial District",0376,753,344,1097,2060,53.25%,393,636,1029
905,"District Judge, 174th Judicial District",0377,1381,643,2024,3137,64.52%,1497,430,1927
905,"District Judge, 174th Judicial District",0378,621,447,1068,1856,57.54%,637,383,1020
905,"District Judge, 174th Judicial District",0379,857,388,1245,2149,57.93%,109,1105,1214
905,"District Judge, 174th Judicial District",0380,2732,551,3283,4380,74.95%,1695,1456,3151
905,"District Judge, 174th Judicial District",0381,1185,432,1617,3141,51.48%,607,929,1536
905,"District Judge, 174th Judicial District",0382,429,206,635,1035,61.35%,384,224,608
905,"District Judge, 174th Judicial District",0383,722,458,1180,2373,49.73%,353,767,1120
905,"District Judge, 174th Judicial District",0384,1152,444,1596,2725,58.57%,338,1184,1522
905,"District Judge, 174th Judicial District",0385,1141,561,1702,2207,77.12%,1258,354,1612
905,"District Judge, 174th Judicial District",0386,1658,419,2077,3105,66.89%,1452,556,2008
905,"District Judge, 174th Judicial District",0387,1702,780,2482,4340,57.19%,1631,735,2366
905,"District Judge, 174th Judicial District",0388,2899,711,3510,5413,66.69%,1680,1790,3470
905,"District Judge, 174th Judicial District",0389,397,293,690,1359,50.77%,87,557,644
905,"District Judge, 174th Judicial District",0390,698,271,969,1482,65.38%,128,805,933
905,"District Judge, 174th Judicial District",0391,986,336,1322,1978,66.84%,751,509,1260
905,"District Judge, 174th Judicial District",0392,652,145,797,1426,55.89%,13,761,774
905,"District Judge, 174th Judicial District",0393,427,257,684,1274,53.69%,310,334,644
905,"District Judge, 174th Judicial District",0394,236,126,362,914,39.61%,118,224,342
905,"District Judge, 174th Judicial District",0395,1007,371,1378,1875,73.49%,895,405,1300
905,"District Judge, 174th Judicial District",0396,1035,204,1239,2072,59.80%,29,1170,1199
905,"District Judge, 174th Judicial District",0397,204,117,321,796,40.33%,110,188,298
905,"District Judge, 174th Judicial District",0398,1761,654,2415,4200,57.50%,1065,1236,2301
905,"District Judge, 174th Judicial District",0399,1291,546,1837,3340,55.00%,684,1082,1766
905,"District Judge, 174th Judicial District",0400,1457,372,1839,2661,69.11%,1155,611,1766
905,"District Judge, 174th Judicial District",0401,703,257,960,1971,48.71%,48,872,920
905,"District Judge, 174th Judicial District",0402,897,262,1159,1911,60.65%,72,1050,1122
905,"District Judge, 174th Judicial District",0403,959,387,1346,1719,78.30%,699,539,1238
905,"District Judge, 174th Judicial District",0404,1033,445,1478,2717,54.40%,697,722,1419
905,"District Judge, 174th Judicial District",0405,1910,457,2367,3067,77.18%,1740,555,2295
905,"District Judge, 174th Judicial District",0406,275,65,340,649,52.39%,10,318,328
905,"District Judge, 174th Judicial District",0407,1703,860,2563,3969,64.58%,1482,925,2407
905,"District Judge, 174th Judicial District",0408,520,313,833,1740,47.87%,251,527,778
906,"District Judge, 174th Judicial District",0409,501,280,781,1608,48.57%,234,501,735
906,"District Judge, 174th Judicial District",0410,381,96,477,934,51.07%,84,372,456
906,"District Judge, 174th Judicial District",0411,699,418,1117,2426,46.04%,270,779,1049
906,"District Judge, 174th Judicial District",0412,156,80,236,478,49.37%,11,217,228
906,"District Judge, 174th Judicial District",0413,1546,456,2002,3081,64.98%,715,1182,1897
906,"District Judge, 174th Judicial District",0414,1573,514,2087,3586,58.20%,1485,511,1996
906,"District Judge, 174th Judicial District",0415,1076,573,1649,2284,72.20%,1084,482,1566
906,"District Judge, 174th Judicial District",0416,1443,845,2288,4009,57.07%,1091,1068,2159
906,"District Judge, 174th Judicial District",0417,1104,397,1501,2589,57.98%,614,811,1425
906,"District Judge, 174th Judicial District",0418,1336,663,1999,3940,50.74%,636,1237,1873
906,"District Judge, 174th Judicial District",0419,1166,477,1643,2702,60.81%,929,638,1567
906,"District Judge, 174th Judicial District",0420,2687,731,3418,4946,69.11%,2714,568,3282
906,"District Judge, 174th Judicial District",0421,1240,273,1513,2023,74.79%,696,759,1455
906,"District Judge, 174th Judicial District",0422,1357,401,1768,3348,52.81%,63,1656,1719
906,"District Judge, 174th Judicial District",0423,316,288,604,1423,42.45%,126,447,573
906,"District Judge, 174th Judicial District",0424,548,158,706,1079,65.43%,360,304,664
906,"District Judge, 174th Judicial District",0425,257,139,396,878,45.10%,114,264,378
906,"District Judge, 174th Judicial District",0426,485,228,713,1266,56.32%,348,318,666
906,"District Judge, 174th Judicial District",0427,437,155,592,1120,52.86%,182,369,551
906,"District Judge, 174th Judicial District",0428,1588,865,2553,5151,49.56%,633,1781,2414
906,"District Judge, 174th Judicial District",0429,947,649,1596,3311,48.20%,318,1201,1519
906,"District Judge, 174th Judicial District",0430,524,291,815,1794,45.43%,134,623,757
906,"District Judge, 174th Judicial District",0431,1218,604,1822,3860,47.20%,377,1356,1733
906,"District Judge, 174th Judicial District",0432,456,249,705,1568,44.96%,198,456,654
906,"District Judge, 174th Judicial District",0433,163,88,251,561,44.74%,53,183,236
906,"District Judge, 174th Judicial District",0434,831,293,1124,1557,72.19%,611,428,1039
906,"District Judge, 174th Judicial District",0435,1951,567,2518,3363,74.87%,1522,846,2368
906,"District Judge, 174th Judicial District",0436,2008,678,2686,3809,70.52%,1424,1088,2512
906,"District Judge, 174th Judicial District",0437,1148,425,1573,2094,75.12%,1009,482,1491
906,"District Judge, 174th Judicial District",0438,2288,475,2763,3789,72.92%,1839,765,2604
906,"District Judge, 174th Judicial District",0439,1854,749,2603,3701,70.33%,1694,762,2456
906,"District Judge, 174th Judicial District",0440,1498,749,2247,2973,75.58%,1659,461,2120
906,"District Judge, 174th Judicial District",0441,824,408,1232,1695,72.68%,834,327,1161
906,"District Judge, 174th Judicial District",0442,2441,685,3126,4315,72.44%,2483,502,2985
907,"District Judge, 174th Judicial District",0443,415,83,498,642,77.57%,346,124,470
907,"District Judge, 174th Judicial District",0444,1820,679,2299,3625,63.42%,1207,938,2145
907,"District Judge, 174th Judicial District",0445,1036,382,1418,2134,66.45%,824,521,1345
907,"District Judge, 174th Judicial District",0446,89,45,134,309,43.37%,47,82,129
907,"District Judge, 174th Judicial District",0447,2411,464,2875,3727,77.14%,1832,897,2729
907,"District Judge, 174th Judicial District",0448,1783,529,2292,3155,72.65%,1237,874,2111
907,"District Judge, 174th Judicial District",0449,73,26,99,225,44.00%,9,88,97
907,"District Judge, 174th Judicial District",0450,1104,394,1498,2890,51.83%,369,1072,1441
907,"District Judge, 174th Judicial District",0451,1719,367,2086,2771,75.28%,1617,385,2002
907,"District Judge, 174th Judicial District",0452,1871,662,2533,3789,66.85%,1665,756,2421
907,"District Judge, 174th Judicial District",0453,661,417,1078,2039,52.87%,279,732,1011
907,"District Judge, 174th Judicial District",0454,1043,288,1331,2509,53.05%,26,1266,1292
907,"District Judge, 174th Judicial District",0455,669,173,842,1713,49.15%,34,779,813
907,"District Judge, 174th Judicial District",0456,1404,553,1957,3793,51.60%,1019,840,1859
907,"District Judge, 174th Judicial District",0457,0,0,0,0,0.00%,0,0,0
907,"District Judge, 174th Judicial District",0458,914,253,1167,2025,57.63%,72,1048,1120
907,"District Judge, 174th Judicial District",0459,2382,432,2794,3942,70.88%,2085,587,2672
907,"District Judge, 174th Judicial District",0460,1813,472,2085,3280,63.57%,501,1504,2005
907,"District Judge, 174th Judicial District",0461,2242,669,2911,4054,71.81%,1728,993,2721
907,"District Judge, 174th Judicial District",0462,1474,738,2212,3507,63.07%,719,1400,2119
907,"District Judge, 174th Judicial District",0463,1573,564,2237,3773,59.29%,835,1333,2168
907,"District Judge, 174th Judicial District",0464,967,582,1549,2343,66.11%,934,524,1458
907,"District Judge, 174th Judicial District",0465,1828,594,2222,3778,58.81%,976,1150,2126
907,"District Judge, 174th Judicial District",0466,2274,509,2783,4327,64.32%,1382,1289,2671
907,"District Judge, 174th Judicial District",0467,501,225,726,1320,55.00%,148,538,686
907,"District Judge, 174th Judicial District",0468,1379,747,2125,4040,52.62%,509,1514,2023
907,"District Judge, 174th Judicial District",0469,1857,462,2329,3257,71.51%,1753,472,2225
907,"District Judge, 174th Judicial District",0470,555,232,787,1358,57.95%,559,190,749
907,"District Judge, 174th Judicial District",0471,1057,458,1515,2473,61.26%,1121,333,1454
907,"District Judge, 174th Judicial District",0472,463,339,802,1131,70.91%,332,412,744
907,"District Judge, 174th Judicial District",0473,944,390,1334,1787,74.65%,871,391,1262
907,"District Judge, 174th Judicial District",0474,1417,624,2041,3127,65.27%,1298,656,1954
907,"District Judge, 174th Judicial District",0475,791,251,1052,1936,54.34%,405,586,991
907,"District Judge, 174th Judicial District",0476,1077,405,1482,2458,60.29%,759,654,1413
908,"District Judge, 174th Judicial District",0477,2027,640,2667,4010,66.51%,1791,750,2541
908,"District Judge, 174th Judicial District",0478,2271,683,2954,4696,62.90%,1797,1015,2812
908,"District Judge, 174th Judicial District",0479,1978,755,2733,3851,70.97%,1958,675,2633
908,"District Judge, 174th Judicial District",0480,1445,538,1983,2978,66.59%,1320,589,1909
908,"District Judge, 174th Judicial District",0481,1756,667,2423,3609,67.14%,1706,586,2292
908,"District Judge, 174th Judicial District",0482,2259,618,2877,4405,65.31%,1901,851,2752
908,"District Judge, 174th Judicial District",0483,2305,538,2843,4495,63.25%,1414,1278,2692
908,"District Judge, 174th Judicial District",0484,2020,700,2720,3981,68.32%,1659,945,2604
908,"District Judge, 174th Judicial District",0485,2118,567,2685,4051,66.28%,1882,705,2587
908,"District Judge, 174th Judicial District",0486,2310,721,3031,4195,72.25%,2240,655,2895
908,"District Judge, 174th Judicial District",0487,1405,527,1932,4142,46.64%,459,1304,1763
908,"District Judge, 174th Judicial District",0488,842,511,1353,2382,56.80%,373,914,1287
908,"District Judge, 174th Judicial District",0489,865,344,1209,1958,61.75%,319,830,1149
908,"District Judge, 174th Judicial District",0490,980,346,1326,2105,62.99%,394,859,1253
908,"District Judge, 174th Judicial District",0491,937,488,1425,2110,67.54%,742,599,1341
908,"District Judge, 174th Judicial District",0492,1217,396,1613,2552,63.21%,786,750,1536
908,"District Judge, 174th Judicial District",0493,1404,555,1959,3338,58.69%,694,1140,1834
908,"District Judge, 174th Judicial District",0494,1079,419,1498,2787,53.75%,191,1254,1445
908,"District Judge, 174th Judicial District",0495,1414,376,1790,2488,71.95%,1172,520,1692
908,"District Judge, 174th Judicial District",0496,687,549,1235,2325,53.16%,419,759,1178
908,"District Judge, 174th Judicial District",0497,915,281,1197,2148,55.73%,49,1108,1157
908,"District Judge, 174th Judicial District",0498,1069,423,1492,2527,59.04%,498,923,1421
908,"District Judge, 174th Judicial District",0499,1433,397,1830,2336,78.34%,1266,484,1750
908,"District Judge, 174th Judicial District",0500,1869,651,2520,3698,68.14%,1528,873,2401
908,"District Judge, 174th Judicial District",0501,1146,406,1552,2016,76.98%,638,811,1449
908,"District Judge, 174th Judicial District",0502,1355,293,1559,2595,63.93%,1248,331,1579
908,"District Judge, 174th Judicial District",0503,1397,306,1703,2236,76.16%,1245,371,1616
908,"District Judge, 174th Judicial District",0504,1270,482,1752,2318,75.58%,1082,570,1652
908,"District Judge, 174th Judicial District",0505,1750,735,2485,4076,60.97%,1044,1264,2308
908,"District Judge, 174th Judicial District",0506,1513,696,2209,3544,62.33%,322,1809,2131
908,"District Judge, 174th Judicial District",0507,599,319,918,2562,35.83%,197,619,816
908,"District Judge, 174th Judicial District",0508,1519,828,2347,4767,49.23%,641,1525,2166
908,"District Judge, 174th Judicial District",0509,2504,669,3173,5153,61.58%,1956,1088,3044
908,"District Judge, 174th Judicial District",0510,1701,666,2367,3822,61.93%,975,1299,2274
909,"District Judge, 174th Judicial District",0511,2933,574,3507,4620,75.91%,2093,1285,3378
909,"District Judge, 174th Judicial District",0512,1668,871,2539,4559,55.69%,954,1479,2433
909,"District Judge, 174th Judicial District",0513,1754,413,2187,3003,72.16%,1502,563,2065
909,"District Judge, 174th Judicial District",0514,2288,613,2899,4378,66.22%,1953,811,2764
909,"District Judge, 174th Judicial District",0515,1836,468,2304,3182,72.41%,1782,423,2205
909,"District Judge, 174th Judicial District",0516,1316,363,1679,2799,59.99%,798,812,1610
909,"District Judge, 174th Judicial District",0517,1610,509,2119,3744,56.60%,887,1133,2020
909,"District Judge, 174th Judicial District",0518,1886,676,2562,4049,63.27%,1448,997,2445
909,"District Judge, 174th Judicial District",0519,1421,518,1939,3098,62.59%,1293,559,1852
909,"District Judge, 174th Judicial District",0520,1788,670,2456,5202,47.21%,375,2015,2390
909,"District Judge, 174th Judicial District",0521,1350,578,1928,3070,62.80%,884,971,1855
909,"District Judge, 174th Judicial District",0522,1508,464,1972,2815,70.05%,1415,497,1912
909,"District Judge, 174th Judicial District",0523,1978,537,2515,4027,62.45%,1499,875,2374
909,"District Judge, 174th Judicial District",0524,1392,637,2029,3598,56.39%,531,1403,1934
909,"District Judge, 174th Judicial District",0525,1440,574,2014,3260,61.78%,411,1502,1913
909,"District Judge, 174th Judicial District",0526,235,157,392,820,47.80%,83,280,363
909,"District Judge, 174th Judicial District",0527,156,38,194,580,33.45%,70,111,181
909,"District Judge, 174th Judicial District",0528,17,8,25,78,32.05%,2,22,24
909,"District Judge, 174th Judicial District",0529,2107,434,2541,3842,66.14%,2064,367,2431
909,"District Judge, 174th Judicial District",0530,375,212,587,1236,47.49%,114,422,536
909,"District Judge, 174th Judicial District",0531,1234,166,1400,2250,62.22%,1009,315,1324
909,"District Judge, 174th Judicial District",0532,478,140,618,1058,58.41%,406,199,605
909,"District Judge, 174th Judicial District",0533,352,169,521,1164,44.76%,252,238,490
909,"District Judge, 174th Judicial District",0534,1895,577,2472,3918,63.09%,1673,677,2350
909,"District Judge, 174th Judicial District",0535,132,62,194,413,46.97%,61,115,176
909,"District Judge, 174th Judicial District",0536,2104,1053,3157,5637,56.00%,1001,1975,2976
909,"District Judge, 174th Judicial District",0537,1958,464,2422,3174,76.31%,1672,643,2315
909,"District Judge, 174th Judicial District",0538,371,203,574,1332,43.09%,13,546,559
909,"District Judge, 174th Judicial District",0539,811,234,1045,1535,68.08%,549,438,987
909,"District Judge, 174th Judicial District",0540,997,349,1346,1759,76.52%,453,787,1240
909,"District Judge, 174th Judicial District",0541,2157,761,2918,5001,58.35%,457,2331,2788
909,"District Judge, 174th Judicial District",0542,1156,406,1562,2654,58.85%,99,1398,1497
909,"District Judge, 174th Judicial District",0543,553,321,874,1658,52.71%,213,614,827
909,"District Judge, 174th Judicial District",0544,84,54,138,313,44.09%,16,117,133
910,"District Judge, 174th Judicial District",0545,2015,468,2483,3949,62.88%,1076,1273,2349
910,"District Judge, 174th Judicial District",0546,1524,278,1802,2471,72.93%,1489,261,1750
910,"District Judge, 174th Judicial District",0547,1413,270,1683,2534,66.42%,1091,514,1605
910,"District Judge, 174th Judicial District",0548,882,395,1277,2339,54.60%,551,680,1231
910,"District Judge, 174th Judicial District",0549,1105,447,1552,2786,55.71%,192,1320,1512
910,"District Judge, 174th Judicial District",0550,1171,553,1724,3245,53.13%,702,966,1668
910,"District Judge, 174th Judicial District",0551,2586,793,3379,4428,76.31%,2479,743,3222
910,"District Judge, 174th Judicial District",0552,2090,784,2874,3762,76.40%,2256,500,2756
910,"District Judge, 174th Judicial District",0553,962,317,1279,2193,58.32%,475,756,1231
910,"District Judge, 174th Judicial District",0554,597,271,868,1774,48.93%,169,666,835
910,"District Judge, 174th Judicial District",0555,639,390,1029,2286,45.01%,166,821,987
910,"District Judge, 174th Judicial District",0556,759,435,1194,2491,47.93%,232,909,1141
910,"District Judge, 174th Judicial District",0557,925,460,1385,2955,46.87%,381,890,1271
910,"District Judge, 174th Judicial District",0558,1812,721,2533,4718,53.69%,733,1694,2427
910,"District Judge, 174th Judicial District",0559,1901,701,2602,4984,52.21%,568,1917,2485
910,"District Judge, 174th Judicial District",0560,290,247,537,1141,47.06%,98,403,501
910,"District Judge, 174th Judicial District",0561,1023,624,1647,3138,52.49%,946,613,1559
910,"District Judge, 174th Judicial District",0562,222,116,338,691,48.91%,40,270,310
910,"District Judge, 174th Judicial District",0563,2069,337,2406,3468,69.38%,1798,506,2304
910,"District Judge, 174th Judicial District",0564,1551,526,2077,3240,64.10%,538,1419,1957
910,"District Judge, 174th Judicial District",0565,335,148,484,1414,34.23%,72,389,461
910,"District Judge, 174th Judicial District",0566,1183,441,1624,3029,53.62%,398,1156,1554
910,"District Judge, 174th Judicial District",0567,965,390,1355,2851,47.53%,319,944,1263
910,"District Judge, 174th Judicial District",0568,1833,697,2530,3638,69.54%,1544,812,2356
910,"District Judge, 174th Judicial District",0569,2027,747,2774,4125,67.25%,1275,1315,2590
910,"District Judge, 174th Judicial District",0570,766,278,1044,1598,65.33%,364,604,968
910,"District Judge, 174th Judicial District",0571,521,314,835,1950,42.82%,246,544,790
910,"District Judge, 174th Judicial District",0572,1522,444,1966,3308,59.43%,825,1046,1871
910,"District Judge, 174th Judicial District",0573,489,215,704,1625,43.32%,16,673,689
910,"District Judge, 174th Judicial District",0574,112,74,186,391,47.57%,25,153,178
910,"District Judge, 174th Judicial District",0575,1905,535,2440,3557,68.60%,1315,1016,2331
910,"District Judge, 174th Judicial District",0576,1107,375,1482,2830,52.37%,83,1355,1438
910,"District Judge, 174th Judicial District",0577,885,205,1090,1586,68.73%,621,405,1026
910,"District Judge, 174th Judicial District",0578,1026,405,1431,1862,76.85%,842,483,1325
911,"District Judge, 174th Judicial District",0579,287,181,468,1139,41.09%,81,363,444
911,"District Judge, 174th Judicial District",0580,366,108,474,985,48.12%,19,447,466
911,"District Judge, 174th Judicial District",0581,456,137,593,1033,57.41%,17,554,571
911,"District Judge, 174th Judicial District",0582,543,232,775,1607,48.23%,44,698,742
911,"District Judge, 174th Judicial District",0583,433,155,588,1286,45.72%,13,562,575
911,"District Judge, 174th Judicial District",0584,367,120,487,1062,45.86%,36,432,468
911,"District Judge, 174th Judicial District",0585,829,280,1109,2346,47.27%,51,1018,1069
911,"District Judge, 174th Judicial District",0586,1790,790,2580,4521,57.07%,1423,1046,2469
911,"District Judge, 174th Judicial District",0587,1204,431,1635,2870,56.97%,522,1048,1570
911,"District Judge, 174th Judicial District",0588,1940,606,2546,3780,67.35%,1638,808,2446
911,"District Judge, 174th Judicial District",0589,1539,545,2084,3780,55.13%,968,1027,1995
911,"District Judge, 174th Judicial District",0590,1230,400,1630,2176,74.91%,1198,349,1547
911,"District Judge, 174th Judicial District",0591,651,462,1113,2274,48.94%,272,775,1047
911,"District Judge, 174th Judicial District",0592,449,272,721,1446,49.86%,145,541,686
911,"District Judge, 174th Judicial District",0593,1581,755,2316,4179,55.42%,891,1294,2185
911,"District Judge, 174th Judicial District",0594,1243,316,1559,2578,60.47%,408,1108,1516
911,"District Judge, 174th Judicial District",0595,600,299,899,1833,49.05%,135,729,864
911,"District Judge, 174th Judicial District",0596,1377,501,1878,3574,52.55%,824,951,1775
911,"District Judge, 174th Judicial District",0597,1204,609,1813,3587,50.54%,607,1111,1718
911,"District Judge, 174th Judicial District",0598,2389,731,3120,5253,59.39%,1032,1949,2981
911,"District Judge, 174th Judicial District",0599,1378,493,1871,3005,62.26%,634,1179,1813
911,"District Judge, 174th Judicial District",0600,1602,776,2378,4204,56.57%,771,1487,2258
911,"District Judge, 174th Judicial District",0601,2220,670,2890,4151,69.62%,2042,743,2785
911,"District Judge, 174th Judicial District",0602,754,234,988,1441,68.56%,654,293,947
911,"District Judge, 174th Judicial District",0603,2335,725,3060,4666,65.58%,1714,1217,2931
911,"District Judge, 174th Judicial District",0604,1816,375,2191,3189,68.70%,1787,303,2090
911,"District Judge, 174th Judicial District",0605,1711,599,2310,4217,54.78%,524,1670,2194
911,"District Judge, 174th Judicial District",0606,319,111,430,970,44.33%,6,412,418
911,"District Judge, 174th Judicial District",0607,163,51,214,712,30.06%,23,181,204
911,"District Judge, 174th Judicial District",0608,156,77,233,570,40.88%,76,145,221
911,"District Judge, 174th Judicial District",0609,2037,729,2766,4305,64.25%,1559,1071,2630
911,"District Judge, 174th Judicial District",0610,665,343,1008,2086,48.32%,394,546,940
911,"District Judge, 174th Judicial District",0611,980,229,1209,2527,47.84%,44,1138,1182
911,"District Judge, 174th Judicial District",0612,1927,431,2358,3388,69.60%,1727,519,2246
912,"District Judge, 174th Judicial District",0613,937,339,1276,2368,53.89%,211,1011,1222
912,"District Judge, 174th Judicial District",0614,1949,645,2594,4566,56.81%,737,1736,2473
912,"District Judge, 174th Judicial District",0615,1075,301,1376,2086,65.96%,693,620,1313
912,"District Judge, 174th Judicial District",0616,1809,611,2420,3516,68.83%,1547,744,2291
912,"District Judge, 174th Judicial District",0617,1704,650,2354,4179,56.33%,768,1488,2256
912,"District Judge, 174th Judicial District",0618,1698,545,2243,3801,59.01%,888,1271,2159
912,"District Judge, 174th Judicial District",0619,2792,663,3455,4916,70.28%,2476,873,3349
912,"District Judge, 174th Judicial District",0620,1747,333,2080,3318,62.69%,1027,947,1974
912,"District Judge, 174th Judicial District",0621,536,200,736,1272,57.86%,293,397,690
912,"District Judge, 174th Judicial District",0622,2129,591,2720,4562,59.62%,1417,1170,2587
912,"District Judge, 174th Judicial District",0623,1960,461,2421,3919,61.78%,1465,839,2304
912,"District Judge, 174th Judicial District",0624,297,59,356,456,78.07%,267,76,343
912,"District Judge, 174th Judicial District",0625,924,372,1296,1864,69.53%,671,553,1224
912,"District Judge, 174th Judicial District",0626,2280,784,3054,4816,63.62%,1545,1354,2899
912,"District Judge, 174th Judicial District",0627,935,649,1584,3235,48.96%,398,1108,1506
912,"District Judge, 174th Judicial District",0628,716,545,1261,2420,52.11%,431,749,1180
912,"District Judge, 174th Judicial District",0629,162,96,258,750,34.40%,30,221,251
912,"District Judge, 174th Judicial District",0630,2662,541,3203,4738,67.60%,315,2802,3117
912,"District Judge, 174th Judicial District",0631,1841,398,2239,3263,68.62%,1448,689,2137
912,"District Judge, 174th Judicial District",0632,4,1,5,241,2.07%,0,5,5
912,"District Judge, 174th Judicial District",0633,2285,601,2887,3912,73.80%,1932,834,2766
912,"District Judge, 174th Judicial District",0634,1435,499,1934,3259,59.34%,1061,791,1852
912,"District Judge, 174th Judicial District",0635,1645,520,2165,3512,61.65%,1567,493,2060
912,"District Judge, 174th Judicial District",0636,2303,922,3225,4569,70.58%,2751,350,3101
912,"District Judge, 174th Judicial District",0637,1095,423,1518,2591,58.59%,318,1075,1393
912,"District Judge, 174th Judicial District",0638,850,348,1198,2310,51.86%,97,1070,1167
912,"District Judge, 174th Judicial District",0639,1385,284,1670,2560,65.23%,1248,346,1594
912,"District Judge, 174th Judicial District",0640,1619,615,2234,3927,56.89%,1223,919,2142
912,"District Judge, 174th Judicial District",0641,1637,683,2320,3840,60.42%,1314,900,2214
912,"District Judge, 174th Judicial District",0642,1030,270,1300,1783,72.91%,991,261,1252
912,"District Judge, 174th Judicial District",0643,1948,593,2541,4189,60.66%,1165,1279,2444
912,"District Judge, 174th Judicial District",0644,2087,689,2776,4446,62.44%,1556,1104,2660
912,"District Judge, 174th Judicial District",0645,2145,769,2914,4517,64.51%,1159,1605,2764
912,"District Judge, 174th Judicial District",0646,925,399,1324,2422,54.67%,328,925,1253
913,"District Judge, 174th Judicial District",0647,1372,526,1898,4349,43.64%,404,1370,1774
913,"District Judge, 174th Judicial District",0648,1859,500,2359,3487,67.65%,1600,670,2270
913,"District Judge, 174th Judicial District",0649,1549,775,2324,4755,48.87%,559,1644,2203
913,"District Judge, 174th Judicial District",0650,2033,819,2852,4039,70.61%,1865,867,2732
913,"District Judge, 174th Judicial District",0651,1734,551,2285,3873,59.00%,1190,999,2189
913,"District Judge, 174th Judicial District",0652,1165,545,1710,2979,57.40%,255,1409,1664
913,"District Judge, 174th Judicial District",0653,185,110,295,604,48.84%,67,215,282
913,"District Judge, 174th Judicial District",0654,2381,698,3079,5063,60.81%,1524,1399,2923
